threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.01,2,56,3.06,0.808626,49.3451,120
0.01,2,55,4.68,0.487607,53.2841,120
0.01,2,59,3.18,1.32734,54.3707,120
0.01,2,57,1.74,0.202173,71.1192,120
0.01,2,58,6.06,0.834103,72.5651,120
0.01,2,51,3.72,0.195661,73.3108,120
0.01,2,52,2.94,0.310422,74.2856,120
0.01,2,53,4.08,0.622762,85.4448,120
0.01,2,54,3.78,0.521782,86.7883,120
0.01,4,59,1.775,0.794928,88.0878,120
0.01,4,51,2.525,0.641512,104.298,120
0.01,4,54,2,1.15209,109.567,120
0.01,4,58,1.975,0.48279,132.27,120
0.01,4,56,3.1,0.659152,142.09,120
0.01,6,53,1.78421,1.3037,142.384,120
0.01,4,57,2.85,1.13131,143.383,120
0.01,4,53,2.5,0.556184,145.718,120
0.01,4,55,3.275,0.848934,147.36,120
0.01,4,50,2.9,0.475011,149.891,120
0.01,6,57,2.74737,1.19058,150.468,120
0.01,6,58,1.61053,1.05312,153.174,120
0.01,6,51,2.52632,0.766487,154.456,120
0.01,6,55,2.27368,1.07601,160.968,120
0.01,4,52,3.375,0.954474,167.927,120
0.01,8,52,2.1,0.900226,179.849,120
0.01,8,55,3.24,1.10597,195.517,120
0.01,8,59,1.236,0.948829,195.579,120
0.01,6,50,1.81579,1.17398,197.255,120
0.01,8,58,1.14,0.918322,197.101,120
0.01,8,51,1.62,1.14482,204.349,120
0.01,8,54,1.98,0.718485,205.842,120
0.01,6,56,2.03684,1.07831,208.024,120
0.01,6,54,2.11579,1.10683,220.093,120
0.01,6,59,2.41579,1.00775,223.238,120
0.01,6,52,2.66842,0.86142,225.88,120
0.01,10,51,1.79062,1.10561,240.262,120
0.01,10,57,1.78125,1.03417,241.183,120
0.01,10,59,1.28437,1.44192,243.14,120
0.01,8,56,1.572,1.14899,243.615,120
0.01,10,53,2.1375,1.27947,251.427,120
0.01,10,54,0.703125,1.15834,256.783,120
0.01,8,57,2.148,1.06784,261.303,120
0.01,8,53,2.196,1.00569,275.448,120
0.01,8,50,1.872,1.19322,277.363,120
0.01,13,55,2.81538,1.25174,285.843,120
0.01,13,58,2.15385,1.33673,286.629,120
0.01,13,54,1.1,1.13946,289.594,120
0.01,13,53,2.23077,1.33989,301.158,120
0.01,10,50,1.425,1.01642,302.533,120
0.01,17,50,1.40769,1.35322,309.859,120
0.01,13,57,1.76154,1.39224,320.52,120
