threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.01,0.07,9,2.37273,1.38816,1156.75,120
0.01,7,8,-11.2909,12.8487,1157.26,120
0.01,0.03,1,2.35758,1.62302,1158.94,120
0.01,0.01,8,2.39394,24.7904,1161.29,120
0.01,0.07,6,2.45152,1.48218,1162.47,120
0.01,0.3,4,1.22424,1.75668,1169.95,120
0.01,10,4,-11.6182,5.27269,1184.12,120
0.01,10,3,-13.2697,5.17435,1184.54,120
0.01,3,8,-7.48788,16.1513,1184.82,120
0.01,0.01,3,2.53636,1.46232,1186.88,120
0.01,0.1,6,2.30909,1.69765,1188.49,120
0.01,0.1,0,2.27576,1.24924,1188.83,120
0.01,0.3,7,1.30909,1.61246,1193.54,120
0.01,1,0,-1.22121,2.06403,1195.03,120
0.01,3,0,-8.30909,4.86499,1196.42,120
0.01,5,8,-7.3303,16.7828,1196.46,120
0.01,0.7,8,0.760606,24.2634,1196.65,120
0.01,0.7,6,0.00909091,2.29066,1197.23,120
0.01,0.01,1,2.35758,1.62302,1204.29,120
0.01,3,9,-7.89697,4.27609,1205.53,120
0.01,1,1,-2.29091,2.72147,1222.59,120
0.01,3,1,-8.05455,2.67644,1267.97,120
0.01,0.07,4,2.16061,1.45115,1291.76,120
0.01,0.01,0,2.27576,1.24924,1602.83,120
