threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.01,2,94,2.82,1.10432,52.547,120
0.01,2,91,2.22,1.20562,54.8757,120
0.01,2,97,3,0.839666,56.4516,120
0.01,2,98,3.96,34.3043,56.6936,120
0.01,2,99,5.64,0.290718,67.6133,120
0.01,2,95,3.3,0.844896,68.0392,120
0.01,2,96,5.04,0.319785,73.1674,120
0.01,2,92,3.54,1.10293,73.3854,120
0.01,2,93,3.24,0.205084,86.4291,120
0.01,4,92,3.15,0.894765,95.634,120
0.01,4,93,2.325,0.832635,96.094,120
0.01,4,96,1.775,1.06962,105.375,120
0.01,4,94,0.575,0.578202,105.433,120
0.01,6,94,2.74737,1.1913,126.847,120
0.01,4,95,2.6,0.940647,130.018,120
0.01,4,97,1.375,1.22329,132.063,120
0.01,4,90,2.05,1.00272,132.897,120
0.01,4,91,1.35,0.978206,143.716,120
0.01,6,97,2.11579,0.717496,143.506,120
0.01,4,98,3.25,0.685596,152.228,120
0.01,6,96,2.24211,1.13105,151.877,120
0.01,6,90,1.26316,0.983604,153.618,120
0.01,6,93,1.78421,1.10633,156.178,120
0.01,6,91,0.236842,1.1955,160.337,120
0.01,6,98,2.47895,0.862136,162.605,120
0.01,4,99,3.125,0.992022,163.795,120
0.01,8,93,2.016,0.964683,181.211,120
0.01,8,92,1.944,1.30172,182.667,120
0.01,8,91,1.464,1.4703,196.384,120
0.01,8,98,1.788,1.19191,198.654,120
0.01,8,97,2.232,1.41288,203.926,120
0.01,8,99,1.98,31.1501,205.474,120
0.01,8,95,1.86,1.1639,207.754,120
0.01,6,95,2.13158,1.00995,221.352,120
0.01,8,96,2.232,29.272,239.468,120
0.01,6,92,2.22632,1.43605,242.318,120
0.01,6,99,3.22105,8.05457,244.949,120
0.01,10,94,1.88437,1.08436,245.614,120
0.01,10,97,1.7625,1.09981,254.291,120
0.01,13,98,1.64615,1.55417,290.716,120
0.01,13,91,1.75385,1.26588,291.396,120
0.01,8,94,3.048,0.987202,305.342,120
0.01,10,93,0.665625,1.44025,305.343,120
0.01,13,93,1.41538,1.57907,305.783,120
0.01,13,90,1.15385,1.49375,305.962,120
0.01,10,96,1.79062,1.19585,308.384,120
0.01,13,92,1.85385,1.13202,322.796,120
0.01,17,98,2.07115,1.28244,322.404,120
0.01,10,98,2.55937,1.36062,325.211,120
0.01,10,95,2.00625,0.937298,327.837,120
0.01,10,92,1.02187,0.922341,339.154,120
0.01,10,90,1.77187,1.13358,339.919,120
0.01,10,91,1.88437,1.12008,347.486,120
0.01,13,95,1.52308,1.34791,359.055,120
0.01,13,99,1.56923,1.25826,363.961,120
0.01,17,93,1.31538,1.35847,382.301,120
0.01,10,99,1.67812,1.17373,384.78,120
0.01,13,94,1.23077,1.30142,391.427,120
0.01,17,94,1.58654,1.36059,396.904,120
0.01,13,97,1.54615,1.17997,400.835,120
0.01,20,98,1.38462,1.43789,435.532,120
0.01,20,99,1.35692,1.72057,436.262,120
0.01,13,96,2.14615,1.49642,457.221,120
0.01,20,92,1.83692,1.21233,468.509,120
0.01,20,94,2.12769,1.37731,469.405,120
0.01,17,99,1.88077,1.27179,470.106,120
0.01,8,90,1.932,1.0267,474.298,120
0.01,17,90,1.47115,1.59407,474.895,120
0.01,17,91,1.44808,1.66772,475.651,120
0.01,20,95,1.20923,1.72111,481.908,120
0.01,17,95,1.63269,1.27216,507.218,120
0.01,17,92,2.175,1.13077,507.689,120
0.01,17,97,1.50577,1.34857,512.253,120
0.01,25,91,1.38608,1.71433,522.549,120
0.01,25,90,1.47342,1.30826,524.539,120
0.01,25,98,1.70506,1.46659,545.989,120
0.01,17,96,1.58077,1.51766,562.43,120
0.01,25,92,1.68987,1.48444,582.802,120
0.01,30,91,1.26364,1.17308,608.994,120
0.01,30,98,0.978788,1.68987,609.783,120
0.01,20,90,1.69846,1.57372,616.831,120
0.01,20,91,1.68,1.6676,623.851,120
0.01,20,93,1.04769,1.55454,626.631,120
0.01,30,94,1.33333,1.83555,660.004,120
0.01,30,93,1.33333,1.60121,668.016,120
0.01,30,90,1.48485,1.58179,699.606,120
0.01,30,96,1.54545,30.4931,706.141,120
0.01,30,99,1.89091,1.38745,712.556,120
0.01,20,96,1.8,1.78021,717.611,120
0.01,35,93,1.46786,1.72091,744.426,120
0.01,35,95,1.575,1.87988,748.669,120
0.01,35,91,1.33929,1.82258,751.037,120
0.01,25,97,2.0962,1.1535,757.101,120
0.01,2,90,3.42,0.402162,771.698,120
0.01,35,98,1.60982,1.30741,768.774,120
0.01,35,96,1.41429,18.5031,776.068,120
0.01,25,99,1.71266,1.29497,778.96,120
0.01,25,94,1.57215,1.37328,780.735,120
0.01,25,96,1.73165,1.70123,783.204,120
0.01,25,93,1.5,1.72935,785.982,120
0.01,35,97,1.58839,13.7722,790.255,120
0.01,35,94,1.58571,1.8227,790.569,120
0.01,35,99,1.63393,1.96577,791.895,120
0.01,25,95,1.59873,1.49182,803.13,120
0.01,35,90,1.07679,1.82287,802.999,120
0.01,30,97,1.87273,2.1123,809.316,120
0.01,40,96,1.14091,1.88513,817.555,120
0.01,40,95,1.31364,1.31797,819.582,120
0.01,20,97,1.38,1.13386,821.971,120
0.01,30,95,1.22121,1.49157,834.464,120
0.01,40,92,1.37273,2.04842,844.778,120
0.01,40,97,1.44318,1.73489,845.821,120
0.01,35,92,1.71161,1.73106,847.334,120
0.01,30,92,1.63939,1.945,872.443,120
0.01,40,91,1.07273,1.48757,910.838,120
0.01,40,94,1.40909,1.80519,968.276,120
0.01,40,98,1.27727,1.83923,977.54,120
0.01,40,93,0.965909,1.81334,1003.21,120
0.01,40,90,1.64545,1.77272,1005.15,120
0.01,40,99,1.39318,1.8742,1013.27,120
