threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.01,30,36,1.2697,1.49908,626.606,120
0.01,25,32,1.59114,1.61542,634.108,120
0.01,35,32,1.89643,1.40692,642.885,120
0.01,35,37,1.63125,1.56982,655.161,120
0.01,35,38,1.29375,1.78599,657.903,120
0.01,30,31,1.45152,1.32167,664.684,120
0.01,35,35,1.46786,2.00192,666.659,120
0.01,35,30,1.62857,1.51532,671.047,120
0.01,30,33,1.71818,1.4958,700.139,120
0.01,35,36,1.28571,1.57459,705.183,120
0.01,35,31,1.62054,21.1428,705.433,120
0.01,35,34,1.41429,1.6618,707.645,120
0.01,40,38,1.64773,1.72798,710.361,120
0.01,40,33,1.53864,1.81447,713.577,120
0.01,40,37,1.70455,1.58121,715.547,120
0.01,40,31,1.65,1.5303,719.587,120
0.01,40,30,1.50909,1.83231,720.331,120
0.01,35,33,1.34464,2.14696,723.622,120
0.01,35,39,1.47857,1.6443,729.079,120
0.01,40,34,1.55455,1.87753,734.396,120
0.01,40,39,1.79318,2.03923,776.547,120
0.01,40,35,1.44091,2.57066,804.834,120
0.01,40,36,1.55227,2.08263,807.296,120
0.01,40,32,1.59318,1.40714,835.876,120
