threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.01,2,16,3.66,0.587441,54.1932,120
0.01,2,18,4.44,0.309804,59.3806,120
0.01,2,13,2.52,0.54925,74.0746,120
0.01,2,17,2.28,0.730123,74.0957,120
0.01,2,11,4.98,1.29941,74.5509,120
0.01,2,12,4.62,1.15698,83.6077,120
0.01,2,14,2.7,1.13639,84.3286,120
0.01,2,15,2.76,0.64772,84.3622,120
0.01,4,13,1.85,0.826761,95.6871,120
0.01,4,19,2.775,0.607528,96.4561,120
0.01,4,14,1.45,0.664401,105.811,120
0.01,4,10,4.275,0.722206,115.11,120
0.01,4,15,1.025,1.08208,118.396,120
0.01,6,18,3.39474,1.18313,144.718,120
0.01,2,19,4.5,0.640665,147.475,120
0.01,4,18,3.025,0.897904,148.266,120
0.01,4,17,1.2,0.494215,150.714,120
0.01,4,16,1.5,0.584427,156.179,120
0.01,6,16,1.78421,0.715659,156.441,120
0.01,6,11,1.62632,0.983943,157.302,120
0.01,4,12,2.325,1.07973,174.269,120
0.01,4,11,3.75,0.645818,175.739,120
0.01,8,10,1.716,1.22877,177.547,120
0.01,8,13,1.956,1.03023,199.686,120
0.01,8,16,1.164,0.730293,200.029,120
0.01,8,12,2.436,0.959685,213.088,120
0.01,6,17,2.14737,0.870955,218.235,120
0.01,6,15,0.678947,0.978682,218.897,120
0.01,6,19,3.34737,1.11462,223.491,120
0.01,6,13,1.67368,0.679319,223.349,120
0.01,6,12,1.84737,0.994729,224.796,120
0.01,6,10,2.33684,1.00545,225.026,120
0.01,6,14,2.00526,0.846624,248.865,120
0.01,10,12,1.78125,0.947318,252.996,120
0.01,8,19,2.568,1.05637,265.842,120
0.01,10,19,1.4625,1.29385,268.521,120
0.01,10,16,1.7625,0.900041,269.702,120
0.01,13,16,1.85385,1.20579,274.702,120
0.01,8,17,2.22,1.04537,276.67,120
0.01,8,18,2.196,31.4168,278.181,120
0.01,8,15,1.056,1.0941,279.878,120
0.01,13,19,1.36154,1.3772,286.83,120
0.01,13,14,1.3,1.33544,292.999,120
0.01,8,14,1.764,1.06041,301.798,120
0.01,8,11,2.208,1.09773,316.428,120
0.01,13,17,1.60769,1.44038,318.286,120
0.01,13,13,1.17692,1.2441,321.538,120
0.01,13,11,2.06923,1.61437,326.107,120
0.01,13,15,1.06154,1.17067,327.547,120
0.01,10,14,2.15625,1.26502,330.015,120
0.01,10,18,2.30625,1.2719,331.031,120
0.01,10,13,1.51875,0.941905,335.944,120
0.01,10,11,2.38125,1.26091,338.904,120
0.01,10,17,2.07187,1.12488,343.36,120
0.01,10,15,1.425,1.34522,367.19,120
0.01,10,10,2.4375,0.875055,378.762,120
0.01,13,10,1.83077,1.45764,401.151,120
0.01,13,18,1.79231,1.1499,408.811,120
0.01,17,11,2.12885,1.22653,410.998,120
0.01,17,15,1.47692,1.22804,413.661,120
0.01,17,12,2.16346,1.31536,416.543,120
0.01,17,10,2.12308,1.02442,420.032,120
0.01,20,11,2.09077,1.09118,428.587,120
0.01,20,10,1.48615,19.3573,469.902,120
0.01,20,14,1.62923,1.14381,481.712,120
0.01,20,17,1.96154,1.39104,502.484,120
0.01,17,13,1.63269,1.42376,509.028,120
0.01,17,16,2.05962,1.30462,517.271,120
0.01,25,11,1.80759,1.25538,539.225,120
0.01,17,18,1.81154,1.35612,541.988,120
0.01,25,12,1.7962,1.5585,552.023,120
0.01,17,19,1.74231,1.36448,569.855,120
0.01,25,17,1.50759,1.67935,569.129,120
0.01,17,14,2.04231,1.55661,573.131,120
0.01,17,17,1.76538,1.22851,574.257,120
0.01,25,13,1.77722,1.55743,582.479,120
0.01,25,14,1.86835,1.44469,612.49,120
0.01,20,12,1.91077,1.64893,616.231,120
