threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.01,2,22,3,0.205433,52.0852,120
0.01,2,24,5.64,0.302472,53.6307,120
0.01,2,28,4.08,0.901456,56.4572,120
0.01,2,26,4.08,0.885089,74.3834,120
0.01,2,27,2.82,0.490881,75.5561,120
0.01,2,25,2.28,0.391044,79.6225,120
0.01,2,29,3.9,0.259357,86.7513,120
0.01,2,21,3.78,0.327346,87.486,120
0.01,4,27,3.525,1.53458,102.902,120
0.01,4,25,2.425,0.711212,107.065,120
0.01,4,22,1.95,0.386233,114.541,120
0.01,4,28,2.025,0.726404,139.258,120
0.01,2,23,5.34,0.584367,143.203,120
0.01,6,28,1.56316,1.06444,147.369,120
0.01,4,29,3.85,0.887926,150.42,120
0.01,4,21,1.15,0.764137,152.363,120
0.01,4,24,2.6,1.16024,152.922,120
0.01,4,26,3.45,0.873119,152.974,120
0.01,4,23,2.475,0.633947,153.776,120
0.01,6,29,2.35263,0.60632,167.826,120
0.01,4,20,1.975,0.716647,168.7,120
0.01,6,22,2.49474,1.32472,169.825,120
0.01,6,26,2.49474,0.983337,174.074,120
0.01,8,23,2.676,1.05061,191.851,120
0.01,8,27,1.884,1.12698,202.968,120
0.01,6,20,2.66842,27.1874,209.971,120
0.01,6,27,2.52632,0.642862,210.962,120
0.01,6,25,2.68421,1.1733,212.913,120
0.01,6,23,2.60526,1.28973,213.386,120
0.01,8,29,2.292,1.18395,215.072,120
0.01,6,24,1.72105,0.601543,218.446,120
0.01,10,20,1.60312,1.29588,219.978,120
0.01,6,21,1.72105,0.752231,240.027,120
0.01,8,20,1.44,1.23285,258.143,120
0.01,8,24,2.34,0.812047,258.461,120
0.01,10,28,1.56562,1.13278,257.984,120
0.01,10,29,2.60625,1.2731,261.956,120
0.01,10,21,1.8375,1.32994,266.871,120
0.01,8,28,2.016,0.944383,267.856,120
0.01,8,25,3.132,0.867298,271.052,120
0.01,13,22,1.6,1.28681,275.416,120
0.01,8,22,1.548,1.12239,277.73,120
0.01,13,25,1.7,1.19993,279.699,120
0.01,13,26,2.41538,0.973869,302.508,120
0.01,8,26,1.332,1.0188,305.059,120
0.01,13,23,2.00769,1.37097,306.651,120
0.01,8,21,2.136,1.067,315.559,120
0.01,10,25,2.03437,1.09113,323.134,120
0.01,10,27,1.19062,0.795989,330.932,120
0.01,17,21,1.93269,0.932088,340.395,120
0.01,10,22,2.64375,1.2608,344.289,120
0.01,10,26,2.35312,1.16021,345.024,120
0.01,17,25,1.67885,28.1629,344.865,120
0.01,17,24,1.59808,1.0134,351.275,120
0.01,17,20,1.56923,1.18362,369.013,120
0.01,10,23,2.46562,1.06248,371.17,120
0.01,13,27,1.66154,1.33366,387.945,120
0.01,13,20,1.98462,1.21804,393.023,120
0.01,17,27,1.55769,1.34566,392.931,120
0.01,13,24,1.6,1.04749,394.449,120
0.01,13,21,1.8,1.31513,404.826,120
0.01,17,22,1.90962,1.42556,410.27,120
0.01,17,23,1.99615,1.17521,413.096,120
0.01,17,29,2.49808,1.2506,413.838,120
0.01,17,26,1.38462,1.34667,435.623,120
0.01,20,23,1.79077,1.3361,435.844,120
0.01,13,29,1.66923,1.50834,437.665,120
0.01,20,27,1.75846,1.21504,456.16,120
0.01,20,26,1.81385,1.88104,456.896,120
0.01,13,28,2.21538,1.04599,458.138,120
0.01,20,21,1.44923,1.71194,469.302,120
0.01,20,24,1.79077,1.24869,487.42,120
0.01,17,28,1.49423,1.69608,497.315,120
0.01,25,22,1.72025,1.2854,520.538,120
0.01,25,26,1.81139,1.34626,520.583,120
0.01,25,28,1.88734,1.22968,536.475,120
0.01,10,24,1.64062,0.848245,538.187,120
0.01,25,29,1.75063,1.85385,542.931,120
0.01,25,20,1.37089,1.49882,577.946,120
0.01,25,24,2.04684,1.403,598.013,120
0.01,2,20,3.3,0.882444,618.452,120
0.01,25,27,1.56835,1.4551,615.681,120
0.01,25,23,2.08861,14.3295,618.157,120
0.01,20,28,2.28923,1.39328,621.988,120
0.01,20,29,1.80462,1.47348,622.192,120
0.01,30,27,1.2,1.6485,622.305,120
0.01,20,22,1.41692,1.51443,625.354,120
0.01,20,25,1.94769,1.4053,630.139,120
0.01,30,24,1.68182,1.65231,630.608,120
0.01,30,28,1.67879,1.54107,640.339,120
0.01,25,21,1.38228,1.99775,658.03,120
0.01,30,22,1.80606,1.50763,662.007,120
0.01,25,25,1.81519,1.43703,667.893,120
0.01,35,26,2.10804,1.82168,674.899,120
0.01,30,26,1.67273,2.53424,678.534,120
0.01,30,21,1.32727,1.67947,679.298,120
0.01,30,23,1.87576,1.45797,682.033,120
0.01,35,27,1.78125,1.35377,683.14,120
0.01,20,20,1.88308,1.50689,684.858,120
0.01,35,28,2.12679,1.60632,685.622,120
0.01,35,21,1.62857,25.0798,708.868,120
0.01,35,22,1.57768,1.96754,717.411,120
0.01,35,25,1.56696,1.83631,721.453,120
0.01,35,23,1.98214,1.32685,724.013,120
0.01,30,20,2,1.6064,737.081,120
0.01,40,29,1.29773,23.1182,745.501,120
0.01,30,29,1.46364,1.85274,765.021,120
0.01,40,21,1.275,1.85915,770.255,120
0.01,30,25,1.60909,1.5945,774.247,120
0.01,35,24,1.37143,2.03669,786.494,120
0.01,35,29,1.44643,1.52495,807.547,120
0.01,35,20,1.96607,1.38271,812.297,120
0.01,40,22,1.61818,1.95712,828.608,120
0.01,40,28,2.18636,2.00238,835.478,120
0.01,40,25,1.78636,1.31111,843.457,120
0.01,40,20,1.31591,1.78144,860.682,120
0.01,40,26,1.79091,1.71822,869.197,120
0.01,40,27,1.72955,1.75952,869.728,120
0.01,40,24,1.35682,2.02782,869.986,120
0.01,40,23,1.68182,1.68083,884.348,120
