threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.1,2,21,-9.3,0.274431,49.4973,120
0.1,2,25,-11.04,0.537571,49.7351,120
0.1,2,26,-10.14,0.910278,50.1832,120
0.1,2,24,-9.6,0.574093,50.5175,120
0.1,2,29,-10.5,0.698175,53.5645,120
0.1,2,22,-11.22,1.14327,58.3467,120
0.1,2,23,-9.18,1.21171,80.6995,120
0.1,2,27,-10.92,0.902907,81.5351,120
0.1,2,28,-9.96,0.345351,82.4171,120
0.1,4,26,-9.5,0.631251,103.889,120
0.1,4,23,-10.425,0.772128,109.279,120
0.1,4,29,-9.675,0.951265,109.834,120
0.1,6,21,-11.0053,1.15429,134.037,120
0.1,4,24,-10.675,0.948053,137.816,120
0.1,4,28,-10.85,0.656997,140.653,120
0.1,4,27,-9.9,0.489913,142.068,120
0.1,4,21,-11.725,0.863826,143.169,120
0.1,4,22,-10.3,0.546007,144.29,120
0.1,4,25,-11.4,0.997235,148.433,120
0.1,4,20,-11.4,0.609162,149.138,120
0.1,6,20,-10.1684,14.1238,159.107,120
0.1,6,22,-10.5158,1.06906,159.465,120
0.1,6,23,-10.5474,1.01434,161.347,120
0.1,8,23,-10.632,0.846406,176.665,120
0.1,8,27,-10.944,1.15658,178.478,120
0.1,8,21,-10.968,1.04317,193.022,120
0.1,6,27,-10.4684,0.86599,199.546,120
0.1,6,26,-11.0211,0.986962,200.422,120
0.1,6,29,-10.2947,0.894003,200.624,120
0.1,6,24,-10.7526,1.00888,207.666,120
0.1,10,26,-10.5188,0.903961,240.846,120
0.1,10,29,-10.5094,1.05275,244.277,120
0.1,6,28,-11.5895,1.22445,245.872,120
0.1,10,27,-11.5781,1.24669,249.307,120
0.1,8,29,-10.608,1.11085,251.972,120
0.1,8,24,-10.644,0.821538,255.859,120
0.1,8,25,-10.68,1.24063,258.3,120
0.1,8,26,-11.064,0.698299,268.992,120
0.1,13,22,-10.9308,1.33128,272.519,120
0.1,8,28,-11.112,1.00934,285.687,120
0.1,13,21,-11.1846,1.14068,285.653,120
0.1,13,24,-10.7692,1.37586,286.096,120
0.1,13,26,-10.4077,1.41609,288.772,120
0.1,13,23,-11.0154,1.24957,290.518,120
0.1,13,25,-11.0923,1.26351,299.255,120
