threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.1,2,55,-9.72,0.46794,48.8627,120
0.1,2,51,-10.92,0.491528,50.7655,120
0.1,2,56,-11.58,0.35088,54.46,120
0.1,2,54,-10.68,0.469448,58.1996,120
0.1,2,57,-12.12,0.272127,70.948,120
0.1,2,53,-9.12,0.346626,71.6865,120
0.1,2,58,-8.4,0.586758,71.7102,120
0.1,2,52,-9.9,0.608195,78.2738,120
0.1,2,59,-10.98,0.587394,84.1586,120
0.1,4,56,-10.45,0.674173,100.109,120
0.1,4,50,-10.175,0.879927,106.412,120
0.1,4,52,-10.575,0.806052,113.049,120
0.1,4,57,-11.15,0.425966,113.489,120
0.1,4,51,-10.825,1.06002,114.279,120
0.1,4,54,-10.45,1.21485,149.475,120
0.1,4,53,-10.375,0.612356,152.223,120
0.1,4,58,-11.15,0.558446,153.619,120
0.1,6,51,-10.7526,0.829345,156.339,120
0.1,6,59,-10.3579,0.838505,157.095,120
0.1,6,57,-10.6737,0.68477,160.434,120
0.1,4,59,-11.375,0.401791,161.506,120
0.1,6,58,-11.0053,0.870214,161.936,120
0.1,6,55,-10.6737,0.890684,166.705,120
0.1,6,53,-11.5737,1.29886,166.957,120
0.1,4,55,-10,0.740727,188.592,120
0.1,8,57,-10.92,1.16936,197.527,120
0.1,8,56,-11.04,1.29491,205.138,120
0.1,8,51,-11.28,1.2551,208.799,120
0.1,6,50,-10.9421,0.75123,217.444,120
0.1,6,54,-11.0211,1.02994,218.512,120
0.1,8,55,-10.32,1.17786,221.922,120
0.1,6,56,-10.9263,1.00016,223.524,120
0.1,8,59,-11.46,1.23502,224.163,120
0.1,8,58,-11.64,1.12855,225.726,120
0.1,10,54,-11.8406,1.18173,233.475,120
0.1,6,52,-10.8316,1.16068,250.478,120
0.1,8,53,-10.728,1.21304,254.991,120
0.1,10,58,-11.5125,1.41047,258.89,120
0.1,10,52,-10.8844,1.22526,260.251,120
0.1,13,52,-10.6923,1.58221,261.365,120
0.1,13,53,-11.0615,1.23831,274.206,120
0.1,10,53,-11.1375,1.30102,275.468,120
0.1,10,59,-11.25,1.69063,276.146,120
0.1,10,55,-10.6125,1.35598,277.553,120
0.1,8,54,-10.68,0.93918,281.187,120
0.1,8,52,-11.244,0.942095,295.192,120
