threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.1,2,11,-8.64,0.488653,48.2389,120
0.1,2,16,-11.1,0.151398,48.6027,120
0.1,2,17,-11.28,0.443772,52.401,120
0.1,2,19,-10.8,0.602253,54.1134,120
0.1,2,13,-10.02,0.375887,55.9532,120
0.1,2,12,-9.18,0.800407,56.3048,120
0.1,2,14,-10.56,0.717425,69.9768,120
0.1,2,15,-10.32,0.637551,71.1895,120
0.1,2,18,-9.42,0.675461,79.5749,120
0.1,4,19,-10.375,0.502613,94.9908,120
0.1,4,11,-9.7,0.680705,109.573,120
0.1,4,13,-11.025,0.657451,135.836,120
0.1,4,17,-11.525,1.19308,135.947,120
0.1,4,14,-11.8,1.02499,138.706,120
0.1,6,19,-9.9,0.852515,140.961,120
0.1,6,16,-11.1,0.797328,149.278,120
0.1,4,18,-9.675,0.456573,150.315,120
0.1,6,18,-9.75789,0.995224,153.202,120
0.1,4,10,-9.975,1.00288,159.196,120
0.1,6,11,-11.1947,1.06753,159.771,120
0.1,4,12,-11,1.36603,161.56,120
0.1,4,15,-11.9,0.408602,164.179,120
0.1,4,16,-11.225,1.02907,165.312,120
0.1,8,13,-10.74,0.597498,177.122,120
0.1,8,18,-11.052,17.7438,177.161,120
0.1,8,16,-11.496,1.17364,191.84,120
0.1,8,10,-11.196,0.941677,193.225,120
0.1,8,17,-11.1,0.483366,194.287,120
0.1,6,12,-11.0526,1.05243,197.165,120
0.1,6,14,-10.6105,0.91133,199.752,120
0.1,6,13,-10.8474,1.03775,200.496,120
0.1,6,17,-10.4211,1.04294,207.97,120
0.1,10,11,-10.2375,1.19793,218.953,120
0.1,10,14,-10.425,1.2199,220.721,120
0.1,6,10,-10.8316,1.07713,235.626,120
0.1,6,15,-11.9842,0.971603,239.911,120
0.1,10,19,-11.6719,1.40857,244.76,120
0.1,10,13,-10.8656,1.43329,252.991,120
0.1,8,11,-10.74,1.27179,261.136,120
0.1,8,12,-10.572,1.31579,263.501,120
0.1,8,15,-11.268,1.18528,265.608,120
0.1,13,10,-10.9769,1.2619,267.637,120
0.1,8,14,-11.316,1.20677,279.444,120
0.1,13,19,-11.4077,0.96598,287.385,120
0.1,13,14,-11.4538,1.2847,291.101,120
0.1,8,19,-10.548,0.729669,294.686,120
0.1,13,16,-10.8846,0.937663,304.794,120
0.1,10,15,-11.0625,1.15131,311.024,120
0.1,10,12,-11.5312,1.40809,320.444,120
0.1,10,10,-10.5938,0.855959,330.103,120
0.1,10,16,-11.0063,1.00519,334.075,120
0.1,10,18,-10.5469,1.39754,334.72,120
0.1,13,12,-11.0846,1.07605,340.06,120
0.1,17,16,-10.8115,1.62204,350.082,120
0.1,17,15,-10.9385,1.85209,350.766,120
0.1,10,17,-10.7719,1.49271,354.3,120
