threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.1,2,5,-9.84,0.70773,50.785,120
0.1,2,2,-11.7,0.423803,55.1979,120
0.1,2,7,-9.84,0.823063,58.5148,120
0.1,2,1,-10.32,0.214414,61.2548,120
0.1,2,3,-9.12,0.209906,63.3502,120
0.1,2,4,-9.96,0.780924,71.281,120
0.1,2,9,-10.2,0.973183,71.46,120
0.1,2,8,-11.52,1.02106,71.8088,120
0.1,2,6,-10.32,0.653413,72.945,120
0.1,4,7,-10,1.02968,107.065,120
0.1,4,2,-10.825,0.913257,106.994,120
0.1,4,9,-10.475,0.838594,107.149,120
0.1,4,5,-11.325,0.601535,108.811,120
0.1,4,6,-10.125,0.390838,110.055,120
0.1,4,1,-10.775,0.800496,140.101,120
0.1,6,5,-11.3211,1.06075,146.211,120
0.1,4,0,-11.9,0.757569,155.296,120
0.1,4,4,-10.825,0.459073,155.842,120
0.1,6,1,-10.5474,1.17879,159.899,120
0.1,6,7,-11.2579,1.12139,160.532,120
0.1,6,3,-11.3842,0.952675,160.972,120
0.1,4,8,-11.25,0.699418,165.551,120
0.1,6,4,-11.1158,1.29185,169.027,120
0.1,4,3,-10.5,0.865718,171.774,120
0.1,6,6,-9.47368,1.28694,172.847,120
0.1,6,9,-10.8632,1.0909,180.719,120
0.1,8,2,-10.956,1.1385,203.823,120
0.1,6,2,-11.3842,0.93164,208.883,120
0.1,6,8,-10.5474,1.44519,209.697,120
0.1,8,3,-11.772,0.961456,210.438,120
0.1,8,6,-10.824,0.880819,211.647,120
0.1,6,0,-10.5632,0.824627,245.85,120
0.1,10,3,-11.1094,1.25605,248.369,120
0.1,10,4,-11.3812,1.61883,250.816,120
0.1,8,4,-10.548,1.17005,254.667,120
0.1,8,7,-10.536,0.993003,258.89,120
0.1,8,1,-11.064,0.888744,260.922,120
0.1,10,9,-10.6688,0.88344,262.614,120
0.1,10,0,-11.9344,1.03621,264.418,120
0.1,8,5,-10.476,1.05967,266.181,120
0.1,10,6,-10.8094,1.29736,285.064,120
0.1,8,0,-11.736,1.20578,301.039,120
0.1,8,8,-9.9,0.88883,311.561,120
0.1,8,9,-10.452,0.772308,313.07,120
0.1,10,1,-10.8844,1.09176,318.727,120
0.1,10,7,-10.9781,1.44316,319.402,120
0.1,13,6,-10.8231,0.729384,336.424,120
0.1,13,3,-11.3,1.03212,347.278,120
0.1,10,5,-10.5938,0.908452,349.228,120
0.1,13,4,-10.8923,1.03124,349.065,120
0.1,13,5,-11.5462,1.69528,373.465,120
0.1,13,2,-11.7,1.36833,381.184,120
0.1,10,2,-10.6219,1.27997,383.008,120
0.1,13,8,-11.0231,1.36763,383.944,120
0.1,13,7,-10.9923,1.46985,384.783,120
0.1,17,1,-10.6731,1.09198,384.603,120
0.1,13,1,-11.1769,1.08516,385.255,120
0.1,10,8,-11.0625,1.0295,386.606,120
0.1,17,9,-10.9846,1.281,387.574,120
0.1,13,9,-10.6077,1.40656,388.254,120
0.1,17,6,-10.8288,1.38734,398.759,120
0.1,13,0,-11.0308,1.56177,421.913,120
0.1,17,3,-11.0135,1.65173,427.446,120
0.1,20,1,-10.9938,1.22727,436.004,120
0.1,20,4,-10.9108,1.56646,462.298,120
0.1,20,7,-10.7077,1.63621,465.93,120
0.1,17,5,-11.0481,1.1788,488.76,120
0.1,17,0,-10.8865,1.70141,492.349,120
0.1,17,8,-10.4769,1.2541,494.061,120
0.1,17,4,-10.6962,1.42124,497.796,120
0.1,20,6,-11.16,1.57221,521.572,120
0.1,17,7,-11.2269,1.37105,588.94,120
0.1,20,9,-10.9938,1.49091,591.716,120
0.1,20,0,-11.3077,1.60985,600.242,120
0.1,20,5,-11.0262,1.14058,604.73,120
0.1,17,2,-11.6423,2.28208,612.087,120
0.1,20,8,-10.6569,1.32606,633.007,120
0.1,20,3,-11.4,1.29165,633.808,120
0.1,25,1,-10.9557,1.54973,645.018,120
0.1,25,0,-11.2595,1.33832,648.219,120
0.1,25,9,-10.857,1.6933,675.221,120
0.1,30,4,-11.3182,1.73626,682.145,120
0.1,25,7,-10.6025,1.66805,691.29,120
0.1,25,4,-10.9405,1.79473,699.456,120
0.1,20,2,-11.3769,2.42473,706.263,120
0.1,25,2,-11.2595,1.45508,748.643,120
0.1,30,8,-11.2788,11.2187,755.58,120
0.1,30,3,-10.7879,1.93335,759.571,120
0.1,30,1,-11.0242,1.78487,762.659,120
0.1,35,9,-11.2286,1.85984,770.427,120
0.1,25,6,-11.3848,1.30169,774.592,120
0.1,25,3,-11.1114,1.26296,774.825,120
0.1,35,3,-10.9955,1.56091,800.511,120
0.1,35,4,-11.2366,1.65954,810.972,120
0.1,25,5,-11.1873,1.69818,816.369,120
0.1,30,2,-11.5121,1.70808,823.629,120
0.1,35,7,-11.1696,1.6165,829.024,120
0.1,25,8,-11.2291,1.41417,857.2,120
0.1,35,8,-11.033,1.53644,871.861,120
0.1,35,0,-11.2875,1.70939,872.797,120
0.1,35,2,-11.1295,1.62973,877.514,120
0.1,35,5,-11.1991,2.10128,898.896,120
0.1,2,0,-12.42,0.487031,905.122,120
0.1,40,4,-11.1023,1.73063,906.147,120
0.1,30,9,-10.9364,1.75159,928.946,120
0.1,30,7,-11.3576,1.51763,949.267,120
0.1,30,6,-11.1818,1.52577,951.634,120
0.1,30,0,-11.203,1.54394,957.036,120
0.1,30,5,-11.0758,2.03644,957.889,120
0.1,40,0,-11.2659,1.46256,991.469,120
0.1,40,1,-11.0909,1.41042,997.039,120
0.1,40,8,-11.1909,1.55558,999.391,120
0.1,40,6,-11.0886,1.57382,1001.23,120
0.1,35,1,-11.2554,1.46632,1004.2,120
0.1,35,6,-10.8723,1.52985,1009.07,120
