threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.001,0.03,36,15.6636,1.41678,1324.69,120
0.001,1,35,8.06061,2.29163,1347.77,120
0.001,7,38,-4.75455,8.81225,1352.46,120
0.001,0.01,33,15.5667,1.43885,1358.1,120
0.001,0.1,33,15.4758,1.55847,1361.91,120
0.001,0.7,36,10.9848,1.44511,1364.34,120
0.001,5,36,-5.63333,4.81915,1368.62,120
0.001,0.1,34,15.6606,1.31606,1369.16,120
0.001,1,30,8.41818,2.24866,1373.91,120
0.001,0.5,37,13.4545,1.60876,1376.8,120
0.001,0.7,38,10.5606,2.57572,1382.74,120
0.001,7,32,-5.07576,6.45529,1389.92,120
0.001,0.07,38,15.6091,1.52107,1391.69,120
0.001,0.01,35,15.5848,1.32709,1391.94,120
0.001,10,38,-8.08182,6.42408,1401.15,120
0.001,0.01,31,15.5242,1.52629,1404.57,120
0.001,10,36,-8.97273,4.20862,1404.9,120
0.001,0.3,32,14.6424,1.78549,1405.66,120
0.001,3,33,-0.930303,4.52379,1415.28,120
0.001,0.1,31,15.4455,1.41668,1436.45,120
0.001,0.7,35,10.3576,1.56113,1458.79,120
0.001,5,38,-6.05455,9.96097,1459.53,120
0.001,0.5,30,12.5364,2.23087,1463.52,120
0.001,0.5,35,12.9758,1.79447,1470.86,120
0.001,1,34,7.48485,3.63757,1486.84,120
0.001,0.5,36,12.3606,2.13583,1510.19,120
0.001,0.5,38,12.6636,2.63442,1588.47,120
0.001,5,31,-6.1303,3.51578,1593.74,120
0.001,0.3,30,14.3758,1.79947,1599.16,120
0.001,0.03,30,15.7576,1.53167,1599.4,120
0.001,0.03,33,15.5667,1.43885,1615.66,120
0.001,0.01,30,15.7576,1.53167,1890.01,120
