threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.001,0.1,77,15.5848,1.38398,808.181,120
0.001,0.1,78,15.5394,1.54599,884.242,120
0.001,0.07,70,15.5879,1.41335,893.845,120
0.001,0.3,72,14.5212,1.60112,899.997,120
0.001,7,77,-5.56364,7.76011,908.528,120
0.001,5,76,-5.36667,7.0845,917.648,120
0.001,0.03,79,15.6667,1.73798,922.427,120
0.001,5,71,-5.74848,5.94077,928.213,120
0.001,0.03,70,15.7061,1.4145,929.464,120
0.001,5,74,-3.5303,5.13527,930.2,120
0.001,7,74,-5.84545,7.58558,942.634,120
0.001,5,75,-5.72424,3.71934,943.303,120
0.001,7,78,-7.75152,7.58313,944.629,120
0.001,10,70,-8.21818,3.51639,947.406,120
0.001,1,78,9.22121,2.25608,954.176,120
0.001,1,73,8.05455,3.31867,954.567,120
0.001,10,72,-8.24242,5.35935,955.987,120
0.001,0.03,72,15.7515,1.60032,957.448,120
0.001,10,76,-8.65152,6.42288,958.736,120
0.001,0.01,73,15.4394,1.505,963.309,120
0.001,3,77,-0.227273,4.06702,965.767,120
0.001,0.07,71,15.5364,1.53604,965.943,120
0.001,0.7,73,12.2121,2.31662,966.779,120
0.001,0.5,78,13.2424,2.03267,967.911,120
0.001,0.03,78,15.7727,1.61376,970.621,120
0.001,0.03,75,15.6909,1.44757,971.112,120
0.001,0.5,77,13.4333,1.51616,979.895,120
0.001,0.01,79,15.6667,1.73798,984.408,120
0.001,0.5,79,12.8394,1.97718,991.268,120
0.001,0.5,75,12.9909,1.57553,992.71,120
0.001,0.7,76,11.7212,11.868,996.11,120
0.001,3,78,-1.77576,4.93106,1000.97,120
0.001,0.01,72,15.7515,1.60032,1013.2,120
0.001,0.1,71,15.4424,1.3902,1022.8,120
0.001,5,78,-6.69697,4.15672,1024.72,120
0.001,0.03,77,15.5848,1.38398,1025.83,120
0.001,0.1,74,15.4091,1.60496,1026.86,120
0.001,0.1,73,15.3879,1.49553,1032.73,120
0.001,10,71,-7.65455,4.57002,1044.36,120
0.001,0.5,71,13.2152,2.24175,1044.76,120
0.001,1,72,8.85455,5.60115,1045.19,120
0.001,7,71,-7.67879,4.69165,1053.6,120
0.001,7,76,-5.00606,5.46517,1059,120
0.001,0.07,76,15.6576,15.4477,1061.53,120
0.001,10,73,-7.79091,8.05934,1065.78,120
0.001,0.7,77,11.1364,2.11464,1074.27,120
0.001,3,70,-0.627273,5.44611,1074.7,120
0.001,0.7,79,11.0333,1.71335,1075.63,120
0.001,0.1,72,15.6758,1.60032,1077.48,120
0.001,3,76,-1.58485,5.57743,1077.61,120
0.001,3,73,-1.54545,2.52018,1078,120
0.001,5,77,-3.94545,5.85326,1078.71,120
0.001,0.01,74,15.4848,1.62158,1081.04,120
0.001,5,73,-4.4,6.16927,1081.79,120
0.001,0.03,76,15.7485,15.4497,1081.85,120
0.001,0.1,79,15.4879,1.49995,1083.68,120
0.001,3,72,-1.39697,6.56884,1087.31,120
0.001,0.1,70,15.5879,1.41335,1091.38,120
0.001,0.01,78,15.7727,1.61376,1092.06,120
0.001,0.01,77,15.5848,1.38398,1092.39,120
0.001,0.03,73,15.4394,1.505,1092.45,120
0.001,0.7,70,10.9152,2.00828,1093.25,120
0.001,0.07,72,15.7121,1.60032,1093.73,120
0.001,0.7,74,11.9697,1.76685,1093.96,120
0.001,3,71,-2.55758,4.50797,1095.51,120
0.001,0.01,75,15.6667,1.44757,1096.08,120
0.001,0.5,74,12.0455,2.01532,1099.13,120
0.001,1,75,9.15152,2.53479,1106.13,120
0.001,7,73,-7.30606,4.21832,1106.4,120
0.001,5,70,-5.91818,3.84168,1107.31,120
0.001,0.5,72,14.0061,2.22289,1110.01,120
0.001,0.1,75,15.6333,1.80274,1111.82,120
0.001,7,79,-5.03636,3.64045,1114.71,120
0.001,0.07,73,15.3879,1.49553,1119.35,120
0.001,0.07,77,15.5848,1.38398,1122.75,120
0.001,0.5,70,13.2455,1.72879,1127.02,120
0.001,0.07,75,15.6909,1.44757,1153.6,120
0.001,5,79,-2.99697,4.59553,1160.76,120
0.001,1,77,8.95152,3.50379,1170.7,120
0.001,0.3,78,14.4879,1.77201,1174.27,120
0.001,0.7,78,10.3636,1.70308,1176.84,120
0.001,1,74,8.77273,1.81727,1177.71,120
0.001,10,77,-7.17879,6.4729,1178.26,120
0.001,0.7,75,11.8,1.59114,1180.61,120
0.001,7,75,-8.08788,6.21415,1187.45,120
0.001,0.07,74,15.4424,1.60496,1189.8,120
0.001,0.07,78,15.6242,1.69725,1191.34,120
0.001,7,72,-6.75758,3.99025,1192.4,120
0.001,0.3,73,14.4303,1.69168,1193.57,120
0.001,0.03,74,15.4424,1.60496,1196.03,120
0.001,0.3,77,14.4424,1.55657,1197.3,120
0.001,0.5,76,13.4576,13.2502,1198.79,120
0.001,0.1,76,15.5424,15.3264,1198.87,120
0.001,5,72,-3.22424,8.01788,1201.67,120
0.001,0.3,71,14.4121,1.5163,1203.55,120
0.001,0.7,72,11.6697,2.09601,1203.92,120
