threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.001,2,65,19.68,0.490474,50.0495,120
0.001,2,62,17.34,0.292988,53.5476,120
0.001,2,63,19.14,1.11286,60.2468,120
0.001,2,69,21.36,1.01771,60.2375,120
0.001,2,68,17.76,0.801014,70.4538,120
0.001,2,67,16.08,0.468779,74.5788,120
0.001,2,66,15.72,0.474684,80.9045,120
0.001,2,61,16.68,0.672552,85.8852,120
0.001,2,64,19.56,0.748165,88.0049,120
0.001,4,69,14.625,0.611706,93.6344,120
0.001,4,65,15.575,0.637308,96.4836,120
0.001,4,60,16.275,0.909003,96.4665,120
0.001,4,63,16.75,1.18715,103.628,120
0.001,4,61,13.1,0.536959,104.545,120
0.001,4,66,14.05,1.44321,112.911,120
0.001,4,67,16.85,1.33735,146.413,120
0.001,4,64,16.575,0.481046,146.556,120
0.001,4,62,16.7,0.547092,148.422,120
0.001,6,63,15.7737,1.43709,164.971,120
0.001,6,61,14.5421,0.804469,167.718,120
0.001,4,68,14.725,0.672238,172.074,120
0.001,6,65,14.0684,37.8346,174.576,120
0.001,8,65,15.396,0.799849,176.066,120
0.001,8,66,15.252,1.04405,196.419,120
0.001,6,67,15.5368,0.473837,198.967,120
0.001,6,68,14.5579,0.859446,202.436,120
0.001,8,63,15.48,1.06734,213.592,120
0.001,6,60,15.7737,0.956563,216.402,120
0.001,8,60,15.828,1.0229,217.894,120
0.001,10,67,14.7937,0.9749,218.52,120
0.001,10,62,15.0094,0.954985,219.764,120
0.001,6,66,14.5105,0.549161,237.475,120
0.001,6,62,14.5895,0.939759,242.424,120
0.001,6,69,14.9211,0.859366,242.58,120
0.001,10,61,13.5375,29.9785,242.788,120
0.001,10,68,14.0344,1.22273,243.597,120
0.001,6,64,15.3947,0.936784,249.052,120
0.001,8,68,14.04,1.2864,257.079,120
0.001,10,66,14.6437,0.965149,264.777,120
0.001,10,65,14.325,1.45261,275.484,120
0.001,8,67,15.216,0.995727,277.864,120
0.001,10,63,15.5062,1.4444,278.915,120
0.001,13,62,15.3692,1.39361,288.78,120
0.001,8,62,15.408,1.20115,302.567,120
0.001,8,69,15.948,1.09594,302.617,120
0.001,8,61,13.452,0.879383,304.668,120
0.001,8,64,15.024,0.95058,306.463,120
0.001,13,65,14.8308,1.33257,311.047,120
0.001,13,69,14.9,1.49456,316.003,120
0.001,13,68,14.1154,1.46594,317.223,120
0.001,10,60,15.6469,1.41825,317.592,120
0.001,10,69,14.475,0.892917,329.801,120
0.001,17,68,13.6904,1.86038,347.208,120
0.001,17,66,14.5788,1.26541,375.509,120
0.001,17,61,14.2154,1.49579,375.947,120
0.001,10,64,14.6156,1.31247,377.228,120
0.001,13,64,15,1.35309,377.182,120
0.001,13,63,15.2692,1.41129,392.627,120
0.001,13,61,13.5692,1.08128,394.468,120
0.001,17,64,14.2269,1.26912,417.546,120
0.001,17,65,13.9442,1.64733,425.54,120
0.001,17,67,14.3538,0.717033,430.785,120
0.001,13,66,14.6077,1.14786,444.505,120
0.001,20,61,13.68,1.86036,456.17,120
0.001,13,60,14.2231,1.4382,475.372,120
0.001,13,67,14.4615,1.2892,478.868,120
0.001,20,62,14.9262,1.56118,489.09,120
0.001,20,63,13.9708,1.25541,495.655,120
0.001,17,62,15.1269,1.11297,498.92,120
0.001,17,69,14.5962,1.44233,513.579,120
0.001,20,64,14.6262,1.40646,520.075,120
0.001,25,67,15.1595,1.64278,543.321,120
0.001,20,65,13.8554,1.25683,558.231,120
0.001,17,63,14.7115,27.8904,570.058,120
0.001,25,64,14.3278,1.20812,590.811,120
0.001,20,68,13.74,1.09067,608.473,120
0.001,17,60,14.7173,1.30475,609.004,120
0.001,25,63,13.9405,1.74715,616.143,120
0.001,20,69,15.3785,1.61552,621.736,120
0.001,25,65,14.4949,1.51961,625.89,120
0.001,25,61,14.1,1.82685,631.976,120
0.001,30,64,14.6879,1.8843,640.611,120
0.001,20,67,14.8477,1.50512,684.58,120
0.001,35,65,13.9688,1.66943,718.727,120
0.001,20,66,14.4185,1.587,730.846,120
0.001,35,67,14.5821,1.85688,731.479,120
0.001,20,60,14.8062,1.59493,735.651,120
0.001,30,60,14.5667,1.5757,737.898,120
0.001,35,69,14.6518,1.52888,752.008,120
0.001,25,66,14.0962,1.39757,762.062,120
0.001,35,68,13.8804,2.0675,762.103,120
0.001,35,66,14.2018,1.73112,763.314,120
0.001,25,60,14.2367,1.34945,765.065,120
0.001,30,63,14.5545,1.7431,770.276,120
0.001,30,65,14.3121,1.47661,792.028,120
0.001,25,62,14.681,1.57038,797.121,120
0.001,2,60,17.52,1.31934,831.844,120
0.001,40,65,14.5409,1.59572,827.095,120
0.001,35,64,14.8634,1.80908,829.382,120
0.001,25,68,13.838,1.48073,833.5,120
0.001,25,69,14.7228,1.6764,834.144,120
0.001,35,63,14.4268,1.89275,843.471,120
0.001,30,61,14.0455,1.94411,862.662,120
0.001,30,67,14.8515,1.42837,865.078,120
0.001,30,68,14.4394,1.28336,870.196,120
0.001,30,62,14.4576,1.90434,889.447,120
0.001,30,66,14.1182,1.96398,889.754,120
0.001,40,61,14.1432,1.54655,898.35,120
0.001,40,66,13.8227,1.57783,904.622,120
0.001,40,62,14.5523,1.60579,905.836,120
0.001,40,69,14.125,1.67058,907.718,120
0.001,30,69,14.4636,1.57947,910.061,120
0.001,35,61,14.25,1.62102,923.373,120
0.001,35,62,14.7643,2.27451,941.833,120
0.001,35,60,14.5179,1.60388,943.916,120
0.001,40,63,14.7114,2.15513,979.764,120
0.001,40,67,14.3386,1.52584,997.77,120
0.001,40,64,14.4273,1.40478,999.329,120
0.001,40,68,14.275,2.02828,1010.77,120
0.001,40,60,14.6182,1.51585,1029.82,120
