threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.001,0.5,18,11.8152,1.94031,733.245,120
0.001,3,18,-1.69697,4.82585,762.443,120
0.001,0.3,17,14.7121,1.9905,768.53,120
0.001,0.07,12,15.603,1.23953,775.367,120
0.001,0.07,10,15.7758,1.49765,785.607,120
0.001,5,11,-4.97273,3.77633,790.725,120
0.001,0.5,12,12.9636,1.61699,792.329,120
0.001,0.7,19,11.3788,1.35911,793.981,120
0.001,5,15,-4.10303,4.67135,793.992,120
0.001,0.03,12,15.603,1.23953,804.532,120
0.001,0.03,10,15.8576,1.41214,817.926,120
0.001,10,10,-7.00606,8.20073,820.113,120
0.001,0.3,14,14.4788,1.70164,822.111,120
0.001,1,13,9.43333,1.78648,824.905,120
0.001,5,17,-1.76667,4.79805,845.509,120
0.001,0.1,19,15.6939,1.42509,849.573,120
0.001,0.7,18,11.0455,1.67602,863.685,120
0.001,0.1,17,15.903,1.71339,864.308,120
0.001,1,11,8.69091,2.29973,864.732,120
0.001,1,15,9.54242,1.65399,871.558,120
0.001,0.07,17,15.903,1.71339,873.908,120
0.001,0.07,14,15.7273,1.65092,874.082,120
0.001,0.03,11,15.6091,1.47044,882.748,120
0.001,0.07,11,15.5636,1.47044,885.276,120
0.001,1,17,9.49091,1.60789,891.239,120
0.001,5,18,-4.48182,6.55464,891.594,120
0.001,0.01,17,15.8152,1.51773,893.38,120
0.001,3,15,-1.71515,4.50466,899.109,120
0.001,0.5,14,13.6697,1.98659,908.847,120
0.001,0.3,12,14.1152,1.53069,909.016,120
0.001,1,16,7.73939,2.03935,916.844,120
0.001,0.07,18,15.4152,1.52493,925.31,120
0.001,7,11,-7.52727,4.89964,929.361,120
0.001,0.07,19,15.7394,1.42509,930.813,120
0.001,0.03,14,15.8303,1.54048,933.229,120
0.001,10,13,-7.77879,5.12258,944.268,120
0.001,3,12,-1.74545,7.22331,950.764,120
0.001,0.3,11,14.4364,1.57841,956.476,120
0.001,10,11,-8.97273,9.36782,962.748,120
0.001,0.5,11,13.5061,1.54082,976.463,120
0.001,10,15,-7.0303,6.44161,981.928,120
0.001,3,19,0.733333,4.52753,984.41,120
0.001,0.1,14,15.6788,1.58979,991.441,120
0.001,3,10,-2.33636,5.1973,998.405,120
0.001,0.3,10,14.1939,1.44346,999.792,120
0.001,0.1,13,15.4182,1.64923,1002.55,120
0.001,0.03,18,15.6545,1.53598,1011.14,120
