threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.001,2,6,17.4,0.00349472,49.5611,120
0.001,2,5,17.76,0.649746,49.8571,120
0.001,2,4,18.18,0.48709,50.6292,120
0.001,2,1,16.5,0.683928,54.7122,120
0.001,2,8,17.4,0.804955,59.7863,120
0.001,2,3,17.34,0.807814,69.5416,120
0.001,2,2,15.18,1.06957,70.1412,120
0.001,2,7,18.84,0.229146,73.1637,120
0.001,4,5,13.85,0.941444,104.53,120
0.001,4,2,14.9,0.519009,106.528,120
0.001,4,4,14.75,0.867671,113.265,120
0.001,4,0,14.1,0.950071,115.576,120
0.001,4,9,16.125,0.491717,115.591,120
0.001,4,1,14.425,0.879254,135.469,120
0.001,2,9,17.1,0.74522,137.358,120
0.001,4,7,15.825,1.00237,136.928,120
0.001,4,3,15.875,0.594732,139.071,120
0.001,4,8,15.85,0.687869,139.452,120
0.001,6,1,14.5579,0.427872,140.007,120
0.001,4,6,16.775,0.953033,144.836,120
0.001,6,6,17.3053,1.27174,156.705,120
0.001,6,5,14.0053,1.18988,157.331,120
0.001,6,9,15.4579,0.501815,168.683,120
0.001,6,4,14.8579,1.26877,197.778,120
0.001,6,0,15.3316,1.21633,201.515,120
0.001,6,7,14.9526,1.01728,201.995,120
0.001,8,4,15.3,1.11851,208.091,120
0.001,8,2,14.304,1.26657,208.689,120
0.001,6,3,14.3842,0.866929,211.84,120
0.001,8,0,12.9,1.22385,212.473,120
0.001,8,9,15.6,0.607645,214.172,120
0.001,8,8,15.852,1.36446,216.314,120
0.001,8,7,14.88,1.29893,216.375,120
0.001,6,8,16.2474,0.958667,224.467,120
0.001,6,2,13.6895,1.1164,226.06,120
0.001,10,5,14.85,1.50534,236.554,120
0.001,10,4,14.3156,0.862755,239.289,120
0.001,10,2,14.9625,1.05307,242.412,120
0.001,8,6,16.032,1.33971,256.006,120
0.001,10,6,15.6281,1.44919,257.108,120
0.001,10,8,15.15,1.25809,265.912,120
0.001,10,3,14.8781,1.35261,267.241,120
0.001,8,3,13.932,0.896736,269.337,120
0.001,8,1,14.472,1.38786,279.724,120
0.001,8,5,14.604,1.20402,288.073,120
0.001,13,5,14.1231,1.55085,288.457,120
0.001,13,3,14.3,1.62827,294.062,120
0.001,13,4,14.2923,0.846666,314.756,120
0.001,10,7,14.8219,0.999532,317.821,120
0.001,10,9,15.525,1.09481,346.041,120
0.001,17,5,14.4,1.39118,355.102,120
0.001,13,6,15.2769,1.3016,365.747,120
0.001,10,0,12.75,1.35586,372.321,120
0.001,13,7,14.5769,1.41188,375.94,120
0.001,10,1,14.25,1.08208,379.337,120
0.001,17,6,14.8327,1.4321,382.362,120
0.001,17,9,14.5269,1.4306,382.632,120
0.001,13,0,13.9769,1.12502,389.464,120
0.001,13,9,14.9077,1.24682,397.877,120
0.001,13,2,13.9538,1.07045,400.791,120
0.001,13,1,14.2,1.16907,406.587,120
0.001,17,2,13.6327,1.68642,412.877,120
0.001,17,1,14.2788,1.28465,423.624,120
0.001,20,0,13.9385,1.37812,437.556,120
0.001,20,9,14.4462,1.25207,448.882,120
0.001,20,5,13.9477,1.80436,472.803,120
0.001,20,7,14.76,1.59796,488.262,120
0.001,17,7,14.4981,1.7453,504.584,120
0.001,20,2,13.9662,1.31752,509.884,120
0.001,20,6,15.2354,1.66257,509.974,120
0.001,17,3,14.5212,0.969191,515.761,120
0.001,17,0,14.7288,0.98426,524.379,120
0.001,17,8,15.4558,1.48446,524.615,120
0.001,17,4,15.0346,1.45085,556.624,120
0.001,25,0,14.0582,1.67286,574.46,120
0.001,25,6,14.5481,1.4101,578.893,120
0.001,25,9,14.3013,1.59161,583.114,120
0.001,25,1,14.1114,1.58722,591.853,120
0.001,20,4,14.6585,1.57074,613.707,120
0.001,20,8,15.4154,1.48187,632.189,120
0.001,20,3,14.2754,15.0053,632.544,120
0.001,30,3,14.703,1.42413,662.224,120
0.001,13,8,15.3,1.21065,686.151,120
0.001,30,4,14.1182,1.70385,700.281,120
0.001,30,8,14.7939,37.5139,709.541,120
0.001,30,5,13.8182,2.59726,710.35,120
0.001,2,0,15.66,1.12685,718.776,120
0.001,25,3,14.3392,1.77605,716.206,120
0.001,20,1,13.9662,1.52292,716.774,120
0.001,25,8,14.9127,1.69641,721.913,120
0.001,25,5,14.0165,1.19542,729.79,120
0.001,25,2,13.5646,1.99031,730.053,120
0.001,35,1,13.8027,1.92309,729.41,120
0.001,25,7,14.7797,1.24167,743.514,120
0.001,25,4,14.3051,2.03836,764.005,120
0.001,30,1,14.1394,1.89608,782.216,120
0.001,30,6,14.6939,1.87418,791.697,120
0.001,30,0,13.8576,1.8198,792.303,120
0.001,30,7,14.2394,1.5607,797.32,120
0.001,40,3,14.1295,1.6766,797.406,120
0.001,40,4,14.1818,1.95376,809.823,120
0.001,35,2,14.3973,1.94127,812.773,120
0.001,30,2,13.6758,1.57016,816.033,120
0.001,40,0,13.75,1.47961,815.434,120
0.001,35,5,14.3866,1.6938,816.782,120
0.001,35,6,14.8045,1.47457,817.759,120
0.001,35,3,14.4482,1.73584,819.015,120
0.001,35,0,13.9098,1.85107,819.06,120
0.001,35,8,14.5982,1.6111,819.15,120
0.001,35,7,14.3598,1.66267,821.144,120
0.001,30,9,14.2606,2.0034,829.918,120
0.001,35,9,14.1348,1.51812,835.736,120
0.001,40,2,13.95,2.09872,836.706,120
0.001,35,4,14.0893,1.79217,870.897,120
0.001,40,7,14.3159,1.78023,887.411,120
0.001,40,6,14.7386,1.57564,887.614,120
0.001,40,9,14.2114,1.54034,900.645,120
0.001,40,8,14.4182,2.2259,900.873,120
0.001,40,5,14.0545,2.77365,915.137,120
0.001,40,1,13.8955,1.64876,932.134,120
