threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.001,0.7,9,11.597,1.80912,805.044,120
0.001,0.03,4,15.5152,1.30377,827.249,120
0.001,7,7,-8.46667,3.19637,856.952,120
0.001,0.5,0,12.7667,1.57014,857.56,120
0.001,0.03,6,15.7333,1.52634,860.42,120
0.001,0.03,8,15.7424,38.0265,867.641,120
0.001,7,5,-7.26667,5.56197,872.429,120
0.001,0.03,1,15.5909,1.31127,884.729,120
0.001,0.5,6,12.9727,1.9427,888.613,120
0.001,0.3,6,14.4788,1.86671,895.006,120
0.001,0.5,7,11.7364,2.0173,895.052,120
0.001,0.1,0,15.5182,1.37322,904.462,120
0.001,0.7,3,10.1061,3.3477,908.144,120
0.001,10,7,-9.51515,8.34118,913.927,120
0.001,0.7,1,11.4727,1.7914,926.268,120
0.001,1,2,9.71818,2.76757,928.375,120
0.001,0.5,2,12.6576,1.66088,928.437,120
0.001,0.07,1,15.4424,1.37529,930.433,120
0.001,1,4,8.70606,2.03648,931.188,120
0.001,10,9,-9.88182,6.11671,934.305,120
0.001,7,1,-6.52727,5.98421,935.807,120
0.001,7,9,-6.7303,5.98627,940.345,120
0.001,0.3,5,14.9636,1.35091,942.258,120
0.001,0.7,7,9.81212,2.26168,942.863,120
0.001,5,4,-5.46667,5.3957,945.319,120
0.001,0.5,3,12.5788,2.98984,945.531,120
0.001,7,2,-7.99091,6.12766,946.185,120
0.001,0.5,8,12.1697,34.5378,946.767,120
0.001,0.1,9,15.3455,1.45388,947.24,120
0.001,0.3,8,14.197,36.6592,948.368,120
0.001,0.7,6,11.5909,2.65348,950.226,120
0.001,3,5,1.93333,3.5777,950.436,120
0.001,5,5,-4.22121,4.05716,950.579,120
0.001,0.03,0,15.6091,1.48635,951.61,120
0.001,0.01,2,15.7152,1.34088,952.912,120
0.001,0.1,8,15.6758,37.9351,953.631,120
0.001,5,0,-4.3,4.06661,953.777,120
0.001,0.07,2,15.7606,1.26419,955.625,120
0.001,0.07,9,15.5,1.51926,956.401,120
0.001,0.01,1,15.5909,1.31127,959.559,120
0.001,0.07,5,15.6879,1.39856,960.097,120
0.001,0.07,4,15.3333,1.38423,961.452,120
0.001,10,1,-7.3697,3.71377,961.985,120
