t,x,analytic,simulated
1.7,19.8,0.030192,0.0174786
1.7,20.1,0.0286325,0.0162231
1.7,20.4,0.0271536,0.0150496
1.7,20.7,0.0257511,0.0139532
1.7,21,0.024421,0.0129294
1.7,21.3,0.0231597,0.011974
1.7,21.6,0.0219634,0.0110829
1.7,21.9,0.020829,0.0102521
1.7,22.2,0.0197531,0.0094782
1.7,22.5,0.0187329,0.00875756
1.7,22.8,0.0177653,0.00808695
1.7,23.1,0.0168477,0.00746325
1.7,23.4,0.0159775,0.00688354
1.7,23.7,0.0151522,0.00634503
1.7,24,0.0143696,0.0058451
1.7,24.3,0.0136274,0.00538126
1.7,24.6,0.0129235,0.00495119
1.7,24.9,0.012256,0.00455266
1.7,25.2,0.011623,0.00418361
1.7,25.5,0.0110226,0.00384205
1.7,25.8,0.0104533,0.00352616
1.7,26.1,0.00991336,0.00323419
1.7,26.4,0.00940132,0.00296449
1.7,26.7,0.00891573,0.00271555
1.7,27,0.00845522,0.0024859
1.7,27.3,0.0080185,0.0022742
1.7,27.6,0.00760434,0.00207917
1.7,27.9,0.00721156,0.00189961
1.7,28.2,0.00683907,0.00173443
1.7,28.5,0.00648583,0.00158255
1.7,28.8,0.00615083,0.00144302
1.7,29.1,0.00583313,0.00131491
1.7,29.4,0.00553184,0.00119737
1.7,29.7,0.00524611,0.0010896
1.7,30,0.00497514,0.000990865
1.7,30.3,0.00471817,0.000900463
1.7,30.6,0.00447447,0.00081775
1.7,30.9,0.00424336,0.000742127
1.7,31.2,0.00402418,0.000673035
1.7,31.5,0.00381633,0.000609955
1.7,31.8,0.00361921,0.000552404
1.7,32.1,0.00343228,0.000499937
1.7,32.4,0.00325499,0.000452137
1.7,32.7,0.00308687,0.000408622
1.7,33,0.00292743,0.000369037
1.7,33.3,0.00277622,0.000333052
1.7,33.6,0.00263283,0.000300363
1.7,33.9,0.00249684,0.000270692
1.7,34.2,0.00236787,0.000243779
1.7,34.5,0.00224557,0.000219385
1.7,34.8,0.00212958,0.000197291
1.7,35.1,0.00201959,0.000177296
1.7,35.4,0.00191527,0.000159213
1.7,35.7,0.00181635,0.000142872
1.7,36,0.00172253,0.000128115
1.7,36.3,0.00163356,0.0001148
1.7,36.6,0.00154918,0.000102794
1.7,36.9,0.00146917,9.19766e-05
1.7,37.2,0.00139328,8.2238e-05
1.7,37.5,0.00132132,7.34769e-05
1.7,37.8,0.00125307,6.56012e-05
1.7,38.1,0.00118835,5.85269e-05
1.7,38.4,0.00112697,5.21771e-05
1.7,38.7,0.00106876,4.64821e-05
1.7,39,0.00101356,4.13782e-05
1.7,39.3,0.000961204,3.68076e-05
1.7,39.6,0.000911556,3.27177e-05
1.7,39.9,0.000864473,2.90607e-05
1.7,40.2,0.000819822,2.57933e-05
1.7,40.5,0.000777477,2.28763e-05
1.7,40.8,0.00073732,2.02741e-05
1.7,41.1,0.000699236,1.79545e-05
1.7,41.4,0.00066312,1.58884e-05
1.7,41.7,0.000628869,1.40496e-05
1.7,42,0.000596387,1.24143e-05
1.7,42.3,0.000565583,1.09611e-05
1.7,42.6,0.00053637,9.67074e-06
1.7,42.9,0.000508665,8.52588e-06
1.7,43.2,0.000482392,7.5109e-06
1.7,43.5,0.000457476,6.61176e-06
1.7,43.8,0.000433847,5.81587e-06
1.7,44.1,0.000411438,5.11192e-06
1.7,44.4,0.000390187,4.48977e-06
1.7,44.7,0.000370033,3.94036e-06
1.7,45,0.00035092,3.45556e-06
1.7,45.3,0.000332795,3.0281e-06
1.7,45.6,0.000315606,2.6515e-06
1.7,45.9,0.000299304,2.31998e-06
1.7,46.2,0.000283845,2.02836e-06
1.7,46.5,0.000269184,1.77204e-06
1.7,46.8,0.00025528,1.54693e-06
1.7,47.1,0.000242095,1.34939e-06
1.7,47.4,0.00022959,1.17617e-06
1.7,47.7,0.000217731,1.0244e-06
1.7,48,0.000206485,8.91537e-07
1.7,48.3,0.00019582,7.75308e-07
1.7,48.6,0.000185706,6.73714e-07
1.7,48.9,0.000176114,5.84982e-07
1.7,49.2,0.000167017,5.07547e-07
1.7,49.5,0.000158391,4.40023e-07
1.7,49.8,0.00015021,3.81188e-07
1.7,50.1,0.000142451,3.29966e-07
1.7,50.4,0.000135093,2.85406e-07
1.7,50.7,0.000128115,2.46673e-07
1.7,51,0.000121498,2.13032e-07
1.7,51.3,0.000115223,1.83837e-07
1.7,51.6,0.000109271,1.5852e-07
1.7,51.9,0.000103627,1.36584e-07
1.7,52.2,9.82747e-05,1.17592e-07
1.7,52.5,9.31987e-05,1.01162e-07
1.7,52.8,8.83849e-05,8.69605e-08
1.7,53.1,8.38197e-05,7.46945e-08
1.7,53.4,7.94903e-05,6.41089e-08
1.7,53.7,7.53845e-05,5.49806e-08
1.7,54,7.14908e-05,4.71155e-08
1.7,54.3,6.77982e-05,4.0344e-08
1.7,54.6,6.42964e-05,3.45189e-08
1.7,54.9,6.09754e-05,2.95118e-08
1.7,55.2,5.78259e-05,2.52113e-08
1.7,55.5,5.48391e-05,2.15207e-08
1.7,55.8,5.20066e-05,1.83561e-08
1.7,56.1,4.93204e-05,1.56445e-08
1.7,56.4,4.67729e-05,1.33231e-08
1.7,56.7,4.43571e-05,1.13373e-08
1.7,57,4.2066e-05,9.63995e-09
1.7,57.3,3.98932e-05,8.19029e-09
1.7,57.6,3.78327e-05,6.95319e-09
1.7,57.9,3.58786e-05,5.89832e-09
1.7,58.2,3.40254e-05,4.99957e-09
1.7,58.5,3.22679e-05,4.23444e-09
1.7,58.8,3.06013e-05,3.5836e-09
1.7,59.1,2.90207e-05,3.03041e-09
1.7,59.4,2.75217e-05,2.56061e-09
1.7,59.7,2.61002e-05,2.16194e-09
1.7,60,2.47521e-05,1.82391e-09
1.7,60.3,2.34736e-05,1.53752e-09
1.7,60.6,2.22611e-05,1.29508e-09
1.7,60.9,2.11113e-05,1.09002e-09
1.7,61.2,2.00209e-05,9.16699e-10
1.7,61.5,1.89868e-05,7.70333e-10
1.7,61.8,1.80061e-05,6.46827e-10
1.7,62.1,1.70761e-05,5.42696e-10
1.7,62.4,1.61941e-05,4.5497e-10
1.7,62.7,1.53576e-05,3.81124e-10
1.7,63,1.45644e-05,3.19012e-10
1.7,63.3,1.38121e-05,2.66813e-10
1.7,63.6,1.30987e-05,2.22979e-10
1.7,63.9,1.24221e-05,1.86199e-10
1.7,64.2,1.17805e-05,1.55363e-10
1.7,64.5,1.1172e-05,1.29532e-10
1.7,64.8,1.0595e-05,1.0791e-10
1.7,65.1,1.00477e-05,8.98268e-11
1.7,65.4,9.52876e-06,7.47146e-11
1.7,65.7,9.03659e-06,6.20958e-11
1.7,66,8.56984e-06,5.15675e-11
1.7,66.3,8.12719e-06,4.27904e-11
1.7,66.6,7.70741e-06,3.54791e-11
1.7,66.9,7.30932e-06,2.93939e-11
1.7,67.2,6.93178e-06,2.4333e-11
1.7,67.5,6.57374e-06,2.01276e-11
1.7,67.8,6.2342e-06,1.66359e-11
1.7,68.1,5.9122e-06,1.3739e-11
1.7,68.4,5.60682e-06,1.13376e-11
1.7,68.7,5.31723e-06,9.3485e-12
1.7,69,5.04258e-06,7.70228e-12
1.7,69.3,4.78213e-06,6.34093e-12
1.7,69.6,4.53512e-06,5.21606e-12
1.7,69.9,4.30088e-06,4.28735e-12
1.7,70.2,4.07873e-06,3.5212e-12
1.7,70.5,3.86806e-06,2.88966e-12
1.7,70.8,3.66827e-06,2.36952e-12
1.7,71.1,3.4788e-06,1.94146e-12
1.7,71.4,3.29912e-06,1.58948e-12
1.7,71.7,3.12871e-06,1.30027e-12
1.7,72,2.96711e-06,1.06284e-12
1.7,72.3,2.81386e-06,8.68083e-13
1.7,72.6,2.66852e-06,7.08448e-13
1.7,72.9,2.53068e-06,5.7771e-13
1.7,73.2,2.39997e-06,4.70725e-13
1.7,73.5,2.27601e-06,3.83249e-13
1.7,73.8,2.15845e-06,3.11781e-13
1.7,74.1,2.04696e-06,2.53439e-13
1.7,74.4,1.94124e-06,2.0585e-13
1.7,74.7,1.84097e-06,1.67065e-13
1.7,75,1.74588e-06,1.3548e-13
1.7,75.3,1.6557e-06,1.09779e-13
1.7,75.6,1.57018e-06,8.8883e-14
1.7,75.9,1.48908e-06,7.19074e-14
1.7,76.2,1.41217e-06,5.81277e-14
1.7,76.5,1.33923e-06,4.69513e-14
1.7,76.8,1.27006e-06,3.78938e-14
1.7,77.1,1.20446e-06,3.05592e-14
1.7,77.4,1.14224e-06,2.46248e-14
1.7,77.7,1.08325e-06,1.9827e-14
1.7,78,1.02729e-06,1.59513e-14
1.7,78.3,9.74233e-07,1.2823e-14
1.7,78.6,9.23913e-07,1.03001e-14
1.7,78.9,8.76191e-07,8.26694e-15
1.7,79.2,8.30935e-07,6.62985e-15
1.7,79.5,7.88016e-07,5.31273e-15
1.7,79.8,7.47314e-07,4.25389e-15
1.7,80.1,7.08714e-07,3.40337e-15
1.7,80.4,6.72108e-07,2.72075e-15
1.7,80.7,6.37393e-07,2.17331e-15
1.7,81,6.04471e-07,1.73464e-15
1.7,81.3,5.73249e-07,1.38341e-15
1.7,81.6,5.4364e-07,1.10242e-15
1.7,81.9,5.1556e-07,8.77811e-16
1.7,82.2,4.88931e-07,6.98405e-16
1.7,82.5,4.63677e-07,5.55225e-16
1.7,82.8,4.39728e-07,4.41047e-16
1.7,83.1,4.17015e-07,3.50071e-16
1.7,83.4,3.95476e-07,2.7764e-16
1.7,83.7,3.75049e-07,2.2002e-16
1.7,84,3.55677e-07,1.7422e-16
1.7,84.3,3.37306e-07,1.37844e-16
1.7,84.6,3.19884e-07,1.08976e-16
1.7,84.9,3.03361e-07,8.60854e-17
1.7,85.2,2.87692e-07,6.7949e-17
1.7,85.5,2.72833e-07,5.3591e-17
1.7,85.8,2.5874e-07,4.22333e-17
1.7,86.1,2.45376e-07,3.32562e-17
1.7,86.4,2.32702e-07,2.61664e-17
1.7,86.7,2.20683e-07,2.05718e-17
1.7,87,2.09284e-07,1.61605e-17
1.7,87.3,1.98474e-07,1.2685e-17
1.7,87.6,1.88223e-07,9.94904e-18
1.7,87.9,1.78501e-07,7.79699e-18
1.7,88.2,1.69281e-07,6.10559e-18
1.7,88.5,1.60538e-07,4.77731e-18
1.7,88.8,1.52246e-07,3.73502e-18
1.7,89.1,1.44382e-07,2.91782e-18
1.7,89.4,1.36924e-07,2.2776e-18
1.7,89.7,1.29852e-07,1.77644e-18
1.7,90,1.23145e-07,1.38446e-18
1.7,90.3,1.16784e-07,1.07811e-18
1.7,90.6,1.10752e-07,8.38887e-19
1.7,90.9,1.05032e-07,6.52224e-19
1.7,91.2,9.96069e-08,5.06693e-19
1.7,91.5,9.44621e-08,3.93322e-19
1.7,91.8,8.9583e-08,3.05075e-19
1.7,92.1,8.49559e-08,2.36439e-19
1.7,92.4,8.05678e-08,1.83099e-19
1.7,92.7,7.64064e-08,1.4168e-19
1.7,93,7.24599e-08,1.09543e-19
1.7,93.3,6.87172e-08,8.46286e-20
1.7,93.6,6.51679e-08,6.53286e-20
1.7,93.9,6.18019e-08,5.03898e-20
1.7,94.2,5.86098e-08,3.8836e-20
1.7,94.5,5.55825e-08,2.99074e-20
1.7,94.8,5.27116e-08,2.30128e-20
1.7,95.1,4.9989e-08,1.76932e-20
1.7,95.4,4.7407e-08,1.35918e-20
1.7,95.7,4.49583e-08,1.0432e-20
1.7,96,4.26362e-08,7.99934e-21
1.7,96.3,4.0434e-08,6.12762e-21
1.7,96.6,3.83455e-08,4.68817e-21
1.7,96.9,3.63649e-08,3.58142e-21
1.7,97.2,3.44866e-08,2.73032e-21
1.7,97.5,3.27053e-08,2.07523e-21
1.7,97.8,3.10161e-08,1.56997e-21
1.7,98.1,2.9414e-08,1.17865e-21
1.7,98.4,2.78948e-08,8.73321e-22
1.7,98.7,2.6454e-08,6.31991e-22
1.7,99,2.50876e-08,4.37167e-22
1.7,99.3,2.37918e-08,2.7462e-22
1.7,99.6,2.25629e-08,1.32402e-22
1.7,99.9,2.13975e-08,0
1.8,0,1,1
1.8,0.3,0.948349,0.947733
1.8,0.6,0.899365,0.898134
1.8,0.9,0.852912,0.851067
1.8,1.2,0.808858,0.806402
1.8,1.5,0.767079,0.764016
1.8,1.8,0.727459,0.723794
1.8,2.1,0.689885,0.685624
1.8,2.4,0.654251,0.649402
1.8,2.7,0.620458,0.61503
1.8,3,0.588411,0.582412
1.8,3.3,0.558019,0.55146
1.8,3.6,0.529196,0.522089
1.8,3.9,0.501862,0.494219
1.8,4.2,0.475941,0.467774
1.8,4.5,0.451358,0.442682
1.8,4.8,0.428044,0.418875
1.8,5.1,0.405935,0.396287
1.8,5.4,0.384968,0.374858
1.8,5.7,0.365084,0.354529
1.8,6,0.346227,0.335244
1.8,6.3,0.328344,0.316952
1.8,6.6,0.311385,0.299601
1.8,6.9,0.295301,0.283146
1.8,7.2,0.280049,0.267541
1.8,7.5,0.265584,0.252744
1.8,7.8,0.251866,0.238714
1.8,8.1,0.238857,0.225413
1.8,8.4,0.22652,0.212804
1.8,8.7,0.214819,0.200853
1.8,9,0.203724,0.189527
1.8,9.3,0.193201,0.178795
1.8,9.6,0.183222,0.168627
1.8,9.9,0.173758,0.158995
1.8,10.2,0.164784,0.149872
1.8,10.5,0.156272,0.141234
1.8,10.8,0.148201,0.133055
1.8,11.1,0.140546,0.125312
1.8,11.4,0.133287,0.117985
1.8,11.7,0.126402,0.111051
1.8,12,0.119873,0.104492
1.8,12.3,0.113682,0.0982883
1.8,12.6,0.10781,0.0924223
1.8,12.9,0.102241,0.0868769
1.8,13.2,0.0969604,0.0816361
1.8,13.5,0.0919523,0.0766842
1.8,13.8,0.0872028,0.0720068
1.8,14.1,0.0826987,0.0675899
1.8,14.4,0.0784272,0.0634202
1.8,14.7,0.0743763,0.059485
1.8,15,0.0705347,0.0557723
1.8,15.3,0.0668915,0.0522707
1.8,15.6,0.0634365,0.0489693
1.8,15.9,0.0601599,0.0458577
1.8,16.2,0.0570526,0.042926
1.8,16.5,0.0541057,0.0401648
1.8,16.8,0.0513111,0.0375651
1.8,17.1,0.0486608,0.0351185
1.8,17.4,0.0461474,0.0328167
1.8,17.7,0.0437638,0.0306522
1.8,18,0.0415034,0.0286174
1.8,18.3,0.0393597,0.0267055
1.8,18.6,0.0373267,0.0249097
1.8,18.9,0.0353987,0.0232238
1.8,19.2,0.0335703,0.0216416
1.8,19.5,0.0318364,0.0201576
1.8,19.8,0.030192,0.0187661
1.8,20.1,0.0286325,0.0174621
1.8,20.4,0.0271536,0.0162406
1.8,20.7,0.0257511,0.015097
1.8,21,0.024421,0.0140268
1.8,21.3,0.0231597,0.0130257
1.8,21.6,0.0219634,0.0120898
1.8,21.9,0.020829,0.0112153
1.8,22.2,0.0197531,0.0103985
1.8,22.5,0.0187329,0.00963612
1.8,22.8,0.0177653,0.0089248
1.8,23.1,0.0168477,0.00826151
1.8,23.4,0.0159775,0.00764333
1.8,23.7,0.0151522,0.00706751
1.8,24,0.0143696,0.00653144
1.8,24.3,0.0136274,0.00603265
1.8,24.6,0.0129235,0.00556881
1.8,24.9,0.012256,0.00513772
1.8,25.2,0.011623,0.00473729
1.8,25.5,0.0110226,0.00436555
1.8,25.8,0.0104533,0.00402065
1.8,26.1,0.00991336,0.00370084
1.8,26.4,0.00940132,0.00340446
1.8,26.7,0.00891573,0.00312997
1.8,27,0.00845522,0.00287591
1.8,27.3,0.0080185,0.00264088
1.8,27.6,0.00760434,0.00242361
1.8,27.9,0.00721156,0.00222287
1.8,28.2,0.00683907,0.00203751
1.8,28.5,0.00648583,0.00186648
1.8,28.8,0.00615083,0.00170875
1.8,29.1,0.00583313,0.00156338
1.8,29.4,0.00553184,0.00142949
1.8,29.7,0.00524611,0.00130626
1.8,30,0.00497514,0.0011929
1.8,30.3,0.00471817,0.0010887
1.8,30.6,0.00447447,0.000992969
1.8,30.9,0.00424336,0.000905083
1.8,31.2,0.00402418,0.000824452
1.8,31.5,0.00381633,0.000750523
1.8,31.8,0.00361921,0.000682786
1.8,32.1,0.00343228,0.000620762
1.8,32.4,0.00325499,0.000564008
1.8,32.7,0.00308687,0.00051211
1.8,33,0.00292743,0.000464685
1.8,33.3,0.00277622,0.000421377
1.8,33.6,0.00263283,0.000381855
1.8,33.9,0.00249684,0.000345812
1.8,34.2,0.00236787,0.000312964
1.8,34.5,0.00224557,0.00028305
1.8,34.8,0.00212958,0.000255824
1.8,35.1,0.00201959,0.000231064
1.8,35.4,0.00191527,0.000208561
1.8,35.7,0.00181635,0.000188123
1.8,36,0.00172253,0.000169575
1.8,36.3,0.00163356,0.000152752
1.8,36.6,0.00154918,0.000137505
1.8,36.9,0.00146917,0.000123697
1.8,37.2,0.00139328,0.000111199
1.8,37.5,0.00132132,9.98969e-05
1.8,37.8,0.00125307,8.9682e-05
1.8,38.1,0.00118835,8.04567e-05
1.8,38.4,0.00112697,7.21309e-05
1.8,38.7,0.00106876,6.46223e-05
1.8,39,0.00101356,5.78556e-05
1.8,39.3,0.000961204,5.17618e-05
1.8,39.6,0.000911556,4.62778e-05
1.8,39.9,0.000864473,4.13463e-05
1.8,40.2,0.000819822,3.69147e-05
1.8,40.5,0.000777477,3.29352e-05
1.8,40.8,0.00073732,2.93642e-05
1.8,41.1,0.000699236,2.61622e-05
1.8,41.4,0.00066312,2.32931e-05
1.8,41.7,0.000628869,2.07241e-05
1.8,42,0.000596387,1.84256e-05
1.8,42.3,0.000565583,1.63705e-05
1.8,42.6,0.00053637,1.45344e-05
1.8,42.9,0.000508665,1.28951e-05
1.8,43.2,0.000482392,1.14327e-05
1.8,43.5,0.000457476,1.0129e-05
1.8,43.8,0.000433847,8.96757e-06
1.8,44.1,0.000411438,7.93372e-06
1.8,44.4,0.000390187,7.01408e-06
1.8,44.7,0.000370033,6.19664e-06
1.8,45,0.00035092,5.47058e-06
1.8,45.3,0.000332795,4.82615e-06
1.8,45.6,0.000315606,4.2546e-06
1.8,45.9,0.000299304,3.74806e-06
1.8,46.2,0.000283845,3.29948e-06
1.8,46.5,0.000269184,2.9025e-06
1.8,46.8,0.00025528,2.55146e-06
1.8,47.1,0.000242095,2.24126e-06
1.8,47.4,0.00022959,1.96737e-06
1.8,47.7,0.000217731,1.7257e-06
1.8,48,0.000206485,1.51264e-06
1.8,48.3,0.00019582,1.32492e-06
1.8,48.6,0.000185706,1.15966e-06
1.8,48.9,0.000176114,1.01429e-06
1.8,49.2,0.000167017,8.86496e-07
1.8,49.5,0.000158391,7.74244e-07
1.8,49.8,0.00015021,6.75717e-07
1.8,50.1,0.000142451,5.89301e-07
1.8,50.4,0.000135093,5.13565e-07
1.8,50.7,0.000128115,4.47237e-07
1.8,51,0.000121498,3.89193e-07
1.8,51.3,0.000115223,3.38436e-07
1.8,51.6,0.000109271,2.94084e-07
1.8,51.9,0.000103627,2.55359e-07
1.8,52.2,9.82747e-05,2.21571e-07
1.8,52.5,9.31987e-05,1.92114e-07
1.8,52.8,8.83849e-05,1.66452e-07
1.8,53.1,8.38197e-05,1.44112e-07
1.8,53.4,7.94903e-05,1.2468e-07
1.8,53.7,7.53845e-05,1.07789e-07
1.8,54,7.14908e-05,9.31179e-08
1.8,54.3,6.77982e-05,8.0385e-08
1.8,54.6,6.42964e-05,6.93423e-08
1.8,54.9,6.09754e-05,5.97727e-08
1.8,55.2,5.78259e-05,5.1486e-08
1.8,55.5,5.48391e-05,4.43156e-08
1.8,55.8,5.20066e-05,3.81158e-08
1.8,56.1,4.93204e-05,3.27593e-08
1.8,56.4,4.67729e-05,2.81348e-08
1.8,56.7,4.43571e-05,2.41454e-08
1.8,57,4.2066e-05,2.07064e-08
1.8,57.3,3.98932e-05,1.77442e-08
1.8,57.6,3.78327e-05,1.51945e-08
1.8,57.9,3.58786e-05,1.30016e-08
1.8,58.2,3.40254e-05,1.1117e-08
1.8,58.5,3.22679e-05,9.49852e-09
1.8,58.8,3.06013e-05,8.1097e-09
1.8,59.1,2.90207e-05,6.91883e-09
1.8,59.4,2.75217e-05,5.89847e-09
1.8,59.7,2.61002e-05,5.02487e-09
1.8,60,2.47521e-05,4.27749e-09
1.8,60.3,2.34736e-05,3.63858e-09
1.8,60.6,2.22611e-05,3.09281e-09
1.8,60.9,2.11113e-05,2.62696e-09
1.8,61.2,2.00209e-05,2.22962e-09
1.8,61.5,1.89868e-05,1.89098e-09
1.8,61.8,1.80061e-05,1.60258e-09
1.8,62.1,1.70761e-05,1.35716e-09
1.8,62.4,1.61941e-05,1.14847e-09
1.8,62.7,1.53576e-05,9.71151e-10
1.8,63,1.45644e-05,8.20599e-10
1.8,63.3,1.38121e-05,6.92871e-10
1.8,63.6,1.30987e-05,5.84589e-10
1.8,63.9,1.24221e-05,4.92863e-10
1.8,64.2,1.17805e-05,4.15221e-10
1.8,64.5,1.1172e-05,3.49549e-10
1.8,64.8,1.0595e-05,2.94046e-10
1.8,65.1,1.00477e-05,2.47171e-10
1.8,65.4,9.52876e-06,2.07614e-10
1.8,65.7,9.03659e-06,1.74258e-10
1.8,66,8.56984e-06,1.46152e-10
1.8,66.3,8.12719e-06,1.22488e-10
1.8,66.6,7.70741e-06,1.02579e-10
1.8,66.9,7.30932e-06,8.58422e-11
1.8,67.2,6.93178e-06,7.17824e-11
1.8,67.5,6.57374e-06,5.99806e-11
1.8,67.8,6.2342e-06,5.00818e-11
1.8,68.1,5.9122e-06,4.17854e-11
1.8,68.4,5.60682e-06,3.48374e-11
1.8,68.7,5.31723e-06,2.9023e-11
1.8,69,5.04258e-06,2.41609e-11
1.8,69.3,4.78213e-06,2.00984e-11
1.8,69.6,4.53512e-06,1.67064e-11
1.8,69.9,4.30088e-06,1.38766e-11
1.8,70.2,4.07873e-06,1.15174e-11
1.8,70.5,3.86806e-06,9.55222e-12
1.8,70.8,3.66827e-06,7.91641e-12
1.8,71.1,3.4788e-06,6.55583e-12
1.8,71.4,3.29912e-06,5.42503e-12
1.8,71.7,3.12871e-06,4.48591e-12
1.8,72,2.96711e-06,3.70659e-12
1.8,72.3,2.81386e-06,3.06037e-12
1.8,72.6,2.66852e-06,2.52492e-12
1.8,72.9,2.53068e-06,2.0816e-12
1.8,73.2,2.39997e-06,1.71483e-12
1.8,73.5,2.27601e-06,1.41162e-12
1.8,73.8,2.15845e-06,1.16116e-12
1.8,74.1,2.04696e-06,9.54417e-13
1.8,74.4,1.94124e-06,7.83899e-13
1.8,74.7,1.84097e-06,6.43363e-13
1.8,75,1.74588e-06,5.27627e-13
1.8,75.3,1.6557e-06,4.32387e-13
1.8,75.6,1.57018e-06,3.54072e-13
1.8,75.9,1.48908e-06,2.89725e-13
1.8,76.2,1.41217e-06,2.36894e-13
1.8,76.5,1.33923e-06,1.93552e-13
1.8,76.8,1.27006e-06,1.58021e-13
1.8,77.1,1.20446e-06,1.28915e-13
1.8,77.4,1.14224e-06,1.05092e-13
1.8,77.7,1.08325e-06,8.56069e-14
1.8,78,1.02729e-06,6.96822e-14
1.8,78.3,9.74233e-07,5.66773e-14
1.8,78.6,9.23913e-07,4.6065e-14
1.8,78.9,8.76191e-07,3.74116e-14
1.8,79.2,8.30935e-07,3.0361e-14
1.8,79.5,7.88016e-07,2.46206e-14
1.8,79.8,7.47314e-07,1.99506e-14
1.8,80.1,7.08714e-07,1.61543e-14
1.8,80.4,6.72108e-07,1.30705e-14
1.8,80.7,6.37393e-07,1.05675e-14
1.8,81,6.04471e-07,8.53736e-15
1.8,81.3,5.73249e-07,6.89208e-15
1.8,81.6,5.4364e-07,5.55969e-15
1.8,81.9,5.1556e-07,4.48151e-15
1.8,82.2,4.88931e-07,3.60971e-15
1.8,82.5,4.63677e-07,2.90532e-15
1.8,82.8,4.39728e-07,2.33663e-15
1.8,83.1,4.17015e-07,1.87784e-15
1.8,83.4,3.95476e-07,1.508e-15
1.8,83.7,3.75049e-07,1.21009e-15
1.8,84,3.55677e-07,9.70303e-16
1.8,84.3,3.37306e-07,7.77448e-16
1.8,84.6,3.19884e-07,6.22456e-16
1.8,84.9,3.03361e-07,4.97989e-16
1.8,85.2,2.87692e-07,3.98111e-16
1.8,85.5,2.72833e-07,3.18026e-16
1.8,85.8,2.5874e-07,2.5386e-16
1.8,86.1,2.45376e-07,2.02488e-16
1.8,86.4,2.32702e-07,1.61391e-16
1.8,86.7,2.20683e-07,1.28538e-16
1.8,87,2.09284e-07,1.02296e-16
1.8,87.3,1.98474e-07,8.13498e-17
1.8,87.6,1.88223e-07,6.46443e-17
1.8,87.9,1.78501e-07,5.13306e-17
1.8,88.2,1.69281e-07,4.07284e-17
1.8,88.5,1.60538e-07,3.22917e-17
1.8,88.8,1.52246e-07,2.55834e-17
1.8,89.1,1.44382e-07,2.02535e-17
1.8,89.4,1.36924e-07,1.60219e-17
1.8,89.7,1.29852e-07,1.26649e-17
1.8,90,1.23145e-07,1.00038e-17
1.8,90.3,1.16784e-07,7.89586e-18
1.8,90.6,1.10752e-07,6.22742e-18
1.8,90.9,1.05032e-07,4.90785e-18
1.8,91.2,9.96069e-08,3.86498e-18
1.8,91.5,9.44621e-08,3.04142e-18
1.8,91.8,8.9583e-08,2.39155e-18
1.8,92.1,8.49559e-08,1.87913e-18
1.8,92.4,8.05678e-08,1.47539e-18
1.8,92.7,7.64064e-08,1.15752e-18
1.8,93,7.24599e-08,9.07457e-19
1.8,93.3,6.87172e-08,7.10878e-19
1.8,93.6,6.51679e-08,5.56464e-19
1.8,93.9,6.18019e-08,4.35262e-19
1.8,94.2,5.86098e-08,3.402e-19
1.8,94.5,5.55825e-08,2.65696e-19
1.8,94.8,5.27116e-08,2.07348e-19
1.8,95.1,4.9989e-08,1.61686e-19
1.8,95.4,4.7407e-08,1.25976e-19
1.8,95.7,4.49583e-08,9.80686e-20
1.8,96,4.26362e-08,7.62719e-20
1.8,96.3,4.0434e-08,5.92565e-20
1.8,96.6,3.83455e-08,4.5978e-20
1.8,96.9,3.63649e-08,3.56162e-20
1.8,97.2,3.44866e-08,2.75268e-20
1.8,97.5,3.27053e-08,2.12038e-20
1.8,97.8,3.10161e-08,1.62489e-20
1.8,98.1,2.9414e-08,1.2348e-20
1.8,98.4,2.78948e-08,9.25183e-21
1.8,98.7,2.6454e-08,6.76145e-21
1.8,99,2.50876e-08,4.71549e-21
1.8,99.3,2.37918e-08,2.98048e-21
1.8,99.6,2.25629e-08,1.44249e-21
1.8,99.9,2.13975e-08,0
1.9,0,1,1
1.9,0.3,0.948349,0.947826
1.9,0.6,0.899365,0.898321
1.9,0.9,0.852912,0.851347
1.9,1.2,0.808858,0.806774
1.9,1.5,0.767079,0.76448
1.9,1.8,0.727459,0.724348
1.9,2.1,0.689885,0.686267
1.9,2.4,0.654251,0.650133
1.9,2.7,0.620458,0.615847
1.9,3,0.588411,0.583313
1.9,3.3,0.558019,0.552443
1.9,3.6,0.529196,0.523152
1.9,3.9,0.501862,0.49536
1.9,4.2,0.475941,0.468991
1.9,4.5,0.451358,0.443971
1.9,4.8,0.428044,0.420234
1.9,5.1,0.405935,0.397713
1.9,5.4,0.384968,0.376348
1.9,5.7,0.365084,0.356079
1.9,6,0.346227,0.336852
1.9,6.3,0.328344,0.318614
1.9,6.6,0.311385,0.301314
1.9,6.9,0.295301,0.284907
1.9,7.2,0.280049,0.269346
1.9,7.5,0.265584,0.254589
1.9,7.8,0.251866,0.240596
1.9,8.1,0.238857,0.227328
1.9,8.4,0.22652,0.214749
1.9,8.7,0.214819,0.202824
1.9,9,0.203724,0.191521
1.9,9.3,0.193201,0.180808
1.9,9.6,0.183222,0.170656
1.9,9.9,0.173758,0.161036
1.9,10.2,0.164784,0.151923
1.9,10.5,0.156272,0.14329
1.9,10.8,0.148201,0.135113
1.9,11.1,0.140546,0.12737
1.9,11.4,0.133287,0.120038
1.9,11.7,0.126402,0.113098
