thresh_cv,grad_cv,seed,readout_pos,time,num_threads
1,0.1,17,-3.61017,417.914,32
1,0.1,31,-3.27119,418.879,32
1,0.1,20,-3.61017,419.163,32
1,0.1,3,-3.30508,419.205,32
1,0.1,21,-3.18644,419.255,32
1,0.1,27,-3.57627,419.381,32
1,0.1,22,-3.98305,419.457,32
1,0.1,7,-4.05085,419.519,32
1,0.1,4,-3.66102,419.559,32
1,0.1,8,-4.16949,419.626,32
1,0.1,15,-3.88136,419.699,32
1,0.1,26,-3.88983,419.744,32
1,0.1,2,-3.63559,419.786,32
1,0.1,24,-3.4322,419.832,32
1,0.1,5,-3.86441,419.885,32
1,0.1,29,-3.87288,419.936,32
1,0.1,6,-4.22034,420.031,32
1,0.1,23,-4.09322,420.095,32
1,0.1,30,-4.11017,420.132,32
1,0.1,12,-4.16949,420.401,32
1,0.1,25,-3.63559,420.582,32
1,0.1,16,-3.65254,420.816,32
1,0.1,13,-4.31356,420.882,32
1,0.1,9,-4.0339,420.957,32
1,0.1,11,-3.9322,420.989,32
1,0.1,1,-3.36441,421.028,32
1,0.1,19,-4.48305,421.228,32
1,0.1,10,-3.21186,421.433,32
1,0.1,18,-3.77966,431.321,32
1,0.1,0,-3.4322,507.498,32
1,0.3,23,-4.11017,416.434,32
1,0.3,4,-3.60169,416.503,32
1,0.3,28,-4.41525,416.794,32
1,0.3,22,-3.9661,417.661,32
1,0.3,14,-3.77966,417.741,32
1,0.3,3,-3.51695,417.858,32
1,0.3,25,-3.49153,418.14,32
1,0.3,7,-4.00847,418.325,32
1,0.3,27,-4.01695,418.377,32
1,0.3,8,-3.73729,418.455,32
1,0.3,15,-3.70339,418.499,32
1,0.3,31,-3.55932,418.542,32
1,0.3,21,-3.79661,418.573,32
1,0.3,10,-4.02542,418.652,32
1,0.3,24,-4.05085,418.666,32
1,0.3,17,-3.79661,418.748,32
1,0.3,5,-3.94915,418.809,32
1,0.3,9,-3.59322,418.875,32
1,0.3,13,-3.62712,418.933,32
1,0.3,1,-4.39831,418.993,32
1,0.3,11,-4.04237,419.055,32
1,0.3,26,-3.66102,419.09,32
1,0.3,20,-3.54237,419.209,32
1,0.3,29,-3.74576,419.29,32
1,0.3,19,-4.09322,419.338,32
1,0.3,12,-3.20339,419.391,32
1,0.3,16,-3.57627,419.458,32
1,0.3,30,-3.81356,419.633,32
1,0.3,2,-3.81356,419.693,32
1,0.3,6,-3.68644,419.896,32
1,0.3,18,-4.50847,430.112,32
1,0.3,0,-3.63559,503.161,32
1,0.7,10,-4.35593,416.879,32
1,0.7,29,-4.66102,418.33,32
1,0.7,7,-4.67797,418.634,32
1,0.7,21,-5.20339,418.802,32
1,0.7,24,-5.19492,419.143,32
1,0.7,4,-4.31356,419.153,32
1,0.7,9,-4.67797,419.312,32
1,0.7,20,-4.90678,419.466,32
1,0.7,14,-3.95763,419.603,32
1,0.7,17,-4.61864,419.762,32
1,0.7,25,-3.80508,419.849,32
1,0.7,28,-4.63559,419.91,32
1,0.7,3,-4.75424,420.043,32
1,0.7,5,-4.14407,420.082,32
1,0.7,22,-4.28814,420.146,32
1,0.7,1,-4.9322,420.209,32
1,0.7,2,-4.22881,420.251,32
1,0.7,11,-5.22881,420.334,32
1,0.7,27,-4.87288,420.376,32
1,0.7,19,-4.30508,420.395,32
1,0.7,12,-4.26271,420.63,32
1,0.7,31,-3.94068,420.707,32
1,0.7,30,-3.31356,420.78,32
1,0.7,6,-3.52542,420.804,32
1,0.7,13,-4.9661,420.855,32
1,0.7,15,-5.40678,420.889,32
1,0.7,26,-5.40678,421.146,32
1,0.7,23,-4.94915,421.176,32
1,0.7,8,-4.84746,421.24,32
1,0.7,16,-4.83051,421.539,32
1,0.7,18,-4.91525,430.935,32
1,0.7,0,-4.52542,508.046,32
1,1,5,-5.05085,415.966,32
1,1,27,-5.4322,415.986,32
1,1,26,-6.19492,417.164,32
1,1,8,-5.11017,417.457,32
1,1,20,-6.61017,417.529,32
1,1,29,-5.45763,417.589,32
1,1,28,-6.18644,417.742,32
1,1,11,-6.22034,417.79,32
1,1,22,-5.94915,417.89,32
1,1,12,-5.23729,417.937,32
1,1,7,-5.39831,418.016,32
1,1,4,-5.97458,418.191,32
1,1,10,-5.22034,418.297,32
1,1,14,-6.85593,418.367,32
1,1,9,-4.88983,418.501,32
1,1,30,-5.34746,418.586,32
1,1,17,-4.67797,418.661,32
1,1,15,-5.58475,418.824,32
1,1,24,-6.27966,418.859,32
1,1,25,-4.80508,418.909,32
1,1,23,-4.61864,419.028,32
1,1,21,-5.52542,419.07,32
1,1,3,-7.02542,419.141,32
1,1,2,-5.77966,419.335,32
1,1,1,-6.33898,419.462,32
1,1,13,-6.49153,419.498,32
1,1,6,-5.11017,419.568,32
1,1,16,-6.13559,419.63,32
1,1,19,-5.60169,419.697,32
1,1,31,-5.12712,420.152,32
1,1,18,-5.59322,429.286,32
1,1,0,-5.44068,503.377,32
