threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,0.01,65,26.6364,1.6903,846.202,120
0.0001,0.5,60,25.0152,1.46513,857.304,120
0.0001,3,65,4.94242,2.81486,857.429,120
0.0001,0.5,65,23.9182,2.34346,858.025,120
0.0001,0.7,64,24.0455,2.49001,862.231,120
0.0001,0.5,62,23.8727,1.26811,863.966,120
0.0001,0.07,64,26.5939,1.65548,874.302,120
0.0001,3,66,5.90606,5.8542,875.315,120
0.0001,7,68,-2.23939,6.39193,877.368,120
0.0001,5,69,1.47273,4.46628,883.527,120
0.0001,0.3,62,25.4364,1.66278,883.781,120
0.0001,0.1,64,26.5485,1.65548,886.451,120
0.0001,0.07,65,26.6364,1.6903,887.889,120
0.0001,0.7,69,21.4879,1.39113,893.235,120
0.0001,0.7,67,22.7182,2.04511,895.365,120
0.0001,5,67,0.824242,6.47646,896.169,120
0.0001,3,69,6.21212,3.56694,896.621,120
0.0001,5,62,-0.821212,3.7314,896.336,120
0.0001,7,60,-2.09697,5.63561,904.167,120
0.0001,0.3,60,25.8727,1.63862,924.906,120
0.0001,0.7,63,22.9939,1.76016,925.318,120
0.0001,1,69,19.7273,2.37325,927.439,120
0.0001,0.03,67,26.7485,1.54339,927.491,120
0.0001,0.5,64,24.6758,1.51963,942.299,120
0.0001,0.01,63,26.7394,1.70097,943.296,120
0.0001,10,61,-5.27273,4.97767,944.999,120
0.0001,0.7,65,22.9273,1.81798,946.905,120
0.0001,0.07,60,26.6636,1.63856,959.872,120
0.0001,0.03,63,26.7394,1.70097,960.76,120
0.0001,0.1,62,26.6091,1.38608,969.218,120
0.0001,0.07,61,26.7818,1.42555,975.282,120
0.0001,0.03,69,26.6545,1.51128,975.764,120
0.0001,0.3,66,26.0515,1.37997,979.252,120
0.0001,7,69,-2.64848,6.67804,984.896,120
0.0001,0.7,61,22.9273,1.77353,993.337,120
0.0001,0.1,65,26.603,1.6903,996.593,120
0.0001,0.03,60,26.7727,1.38488,1001.5,120
0.0001,0.03,61,26.7818,1.42555,1004.18,120
0.0001,0.03,66,26.8333,1.51739,1004.06,120
0.0001,1,63,17.9394,2.84789,1004.17,120
0.0001,7,65,-1.81212,4.09705,1008.43,120
0.0001,0.03,64,26.7182,1.64516,1008.67,120
0.0001,0.07,69,26.6152,1.13959,1012.44,120
0.0001,7,66,-2.76364,3.92254,1017.51,120
0.0001,5,61,0.621212,5.5752,1022.64,120
0.0001,0.01,62,26.6091,1.38608,1040.41,120
0.0001,7,62,-3.08485,5.56956,1044.01,120
0.0001,0.7,68,22.0364,2.14254,1045.67,120
0.0001,0.03,68,26.7212,1.57726,1046.06,120
0.0001,0.01,69,26.6545,1.51128,1046.52,120
0.0001,0.01,61,26.8303,1.62621,1047.84,120
0.0001,3,61,4.94545,4.56003,1067.15,120
0.0001,10,68,-5.47879,6.6596,1067.74,120
0.0001,3,60,5.96061,6.85074,1072.93,120
0.0001,0.5,67,24.5061,1.70656,1083.95,120
0.0001,0.5,69,24.0636,1.46363,1087.84,120
0.0001,0.1,67,26.6455,1.72548,1088.71,120
0.0001,0.01,68,26.7879,1.55567,1094.87,120
0.0001,0.5,68,24.1788,2.01138,1096.86,120
0.0001,0.03,62,26.6515,1.43976,1101.3,120
0.0001,1,62,19.1455,2.29721,1104.77,120
0.0001,3,63,3.47879,3.84105,1118.18,120
0.0001,3,68,5.10606,5.28671,1127.54,120
0.0001,10,63,-4.09394,2.82393,1129.79,120
0.0001,0.1,66,26.8333,1.51739,1131.49,120
0.0001,10,67,-4.11212,4.00879,1139.96,120
0.0001,5,68,-0.0363636,10.1049,1143.76,120
0.0001,7,61,-1.74848,5.07029,1151.59,120
0.0001,10,69,-4.56061,5.27424,1152.27,120
0.0001,0.1,68,26.597,1.46354,1160.12,120
0.0001,0.3,64,25.697,2.02214,1160.62,120
0.0001,0.7,60,22.4273,2.32483,1160.68,120
0.0001,0.3,61,25.4273,1.49007,1162.35,120
0.0001,0.01,67,26.7909,1.54339,1175.37,120
0.0001,10,65,-3.91515,9.52127,1177.31,120
0.0001,0.3,69,25.5636,1.61118,1179.09,120
0.0001,1,61,20.1061,2.64342,1181.34,120
0.0001,0.5,61,24.5909,2.00004,1186.76,120
0.0001,0.1,61,26.7485,1.42555,1186.76,120
0.0001,0.3,63,25.8182,1.57661,1203.14,120
0.0001,0.7,66,21.9606,2.87652,1218.41,120
0.0001,5,63,-0.178788,4.93545,1219.84,120
0.0001,0.3,65,25.3788,1.68284,1220.43,120
0.0001,0.5,63,24.6636,1.89783,1223.81,120
0.0001,10,62,-5.85152,6.80299,1230.89,120
0.0001,1,65,19.3303,2.35355,1250.35,120
0.0001,3,67,6.08182,3.09729,1258.12,120
0.0001,0.01,64,26.7182,1.64516,1284.9,120
0.0001,0.01,66,26.8333,1.51739,1288.11,120
0.0001,0.1,60,26.5727,1.63856,1288.26,120
0.0001,0.1,69,26.6152,1.13959,1308.6,120
0.0001,7,64,-3.86667,7.84258,1313.39,120
0.0001,10,66,-2.85758,4.5443,1317.14,120
0.0001,0.07,68,26.6303,1.57726,1318.89,120
0.0001,1,67,19.9879,1.79103,1319.1,120
0.0001,10,64,-5.4,5.14287,1320.36,120
0.0001,0.5,66,24.4333,1.60411,1333.86,120
0.0001,5,64,1.56667,3.86871,1344.65,120
0.0001,7,63,-2.51515,3.49123,1355.05,120
0.0001,0.07,67,26.6455,1.72548,1358.83,120
0.0001,1,66,18.8273,2.77112,1363.13,120
0.0001,5,60,0.551515,3.47604,1376.48,120
