threshold,width,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,2,27,28.02,1.06557,46.1068,120
0.0001,2,24,28.08,0.463486,47.7913,120
0.0001,2,21,26.88,0.256104,53.7485,120
0.0001,2,26,28.14,0.859112,56.6469,120
0.0001,2,22,27.36,0.6216,57.146,120
0.0001,2,25,26.64,0.511358,68.9836,120
0.0001,2,28,28.08,0.969043,73.0919,120
0.0001,2,29,27.84,0.990453,79.3012,120
0.0001,2,23,28.32,1.1045,85.7558,120
0.0001,4,25,27.25,0.947482,87.6456,120
0.0001,4,22,26.425,0.972971,90.211,120
0.0001,4,21,26.25,0.70335,98.0036,120
0.0001,4,20,27.175,0.962072,111.605,120
0.0001,6,21,26.4947,1.18023,128.84,120
0.0001,4,29,27.175,0.930696,142.968,120
0.0001,4,27,27.1,0.919367,145.208,120
0.0001,4,28,26.9,0.680536,155.364,120
0.0001,4,26,27.275,0.657521,156.109,120
0.0001,6,25,26.9368,1.29198,156.72,120
0.0001,6,29,26.4632,0.993459,156.765,120
0.0001,4,24,26.875,0.418969,158.151,120
0.0001,4,23,27.6,0.545005,169.101,120
0.0001,8,22,26.304,0.970198,182.718,120
0.0001,8,26,26.292,1.04919,183.852,120
0.0001,8,27,26.388,1.10514,184.567,120
0.0001,6,27,26.4632,0.983516,198.817,120
0.0001,6,28,26.3053,1.27969,199.505,120
0.0001,6,22,26.4632,0.78296,200.591,120
0.0001,8,21,26.304,0.827504,203.37,120
0.0001,6,20,26.6684,51.0483,207.875,120
0.0001,6,26,26.6053,1.36235,208.361,120
0.0001,8,25,26.712,0.724686,207.992,120
0.0001,8,20,26.088,1.32201,208.575,120
0.0001,8,28,26.352,0.98935,209.602,120
0.0001,6,24,25.7211,0.929667,222.91,120
0.0001,6,23,26.8263,1.01527,244.139,120
0.0001,10,22,26.3156,1.34326,244.723,120
0.0001,13,22,26.0231,1.40441,245.805,120
0.0001,10,21,26.325,1.30947,248.531,120
0.0001,10,29,26.4,1.19105,250.989,120
0.0001,8,29,26.556,0.7563,251.447,120
0.0001,10,24,25.4531,1.46409,252.109,120
0.0001,13,28,26.3769,1.27657,256.823,120
0.0001,8,24,26.112,1.39454,261.455,120
0.0001,13,23,26.5923,1.45871,262.221,120
0.0001,8,23,26.82,1.05383,291.449,120
0.0001,13,20,26.1308,0.874997,294.097,120
0.0001,13,29,26.2154,1.07198,298.426,120
0.0001,13,27,25.7615,1.13151,307.538,120
0.0001,13,24,25.7077,1.35846,308.102,120
0.0001,10,27,26.2875,1.23421,311.81,120
0.0001,10,20,26.025,1.52267,312.164,120
0.0001,10,28,25.7625,1.61167,326.036,120
0.0001,10,26,26.6156,1.07894,345.413,120
0.0001,10,25,26.5031,1.26082,354.408,120
0.0001,17,28,25.5577,1.66169,354.696,120
0.0001,17,23,26.0481,1.48789,358.055,120
0.0001,17,20,25.9327,1.28356,359.809,120
0.0001,13,25,26.3077,1.20483,366.22,120
0.0001,13,26,26.3,1.41577,367.146,120
0.0001,10,23,26.7563,1.19368,371.51,120
0.0001,17,22,25.8231,1.64175,379.579,120
0.0001,17,24,25.7654,1.3234,381.356,120
0.0001,20,28,26.1462,1.31301,391.376,120
0.0001,13,21,26.2615,1.27677,394.589,120
0.0001,20,25,25.8,1.59883,447.145,120
0.0001,17,21,26.0538,1.26236,472.296,120
0.0001,17,25,25.8808,52.5725,479.762,120
0.0001,25,26,25.9025,1.31267,495.072,120
0.0001,17,27,25.5404,1.514,508.422,120
0.0001,25,29,25.6367,1.42416,537.675,120
0.0001,20,21,25.7677,1.27807,541.023,120
0.0001,25,28,25.8987,1.5231,561.243,120
0.0001,17,26,25.3788,1.15614,586.741,120
0.0001,17,29,26.0942,1.75672,594.145,120
0.0001,25,24,26.1038,1.57539,610.259,120
0.0001,20,20,26.1046,1.52867,625.91,120
0.0001,25,22,25.7962,1.64583,631.363,120
0.0001,20,26,26.0815,1.36516,638.218,120
0.0001,20,24,25.9431,1.67498,642.082,120
0.0001,25,21,25.6633,1.67408,644.391,120
0.0001,20,27,25.8785,1.53592,655.417,120
0.0001,20,23,25.86,1.38629,665.991,120
0.0001,20,22,25.8092,1.19991,674.086,120
0.0001,20,29,25.8692,1.47525,680.027,120
0.0001,30,26,25.9545,2.03882,690.529,120
0.0001,35,27,25.7277,1.73622,706.22,120
0.0001,25,27,25.4848,1.58666,711.495,120
0.0001,30,22,25.9182,1.39875,737.03,120
0.0001,30,25,25.8848,1.36546,744.338,120
0.0001,25,20,25.9709,1.53203,765.879,120
0.0001,35,28,26.0625,1.41454,783.275,120
0.0001,35,22,25.6634,1.71865,798.179,120
0.0001,25,23,26.1076,38.1588,800.688,120
0.0001,40,29,25.5273,47.1594,803.149,120
0.0001,40,28,26.3409,11.0954,803.219,120
0.0001,40,21,25.5455,1.86613,814.196,120
0.0001,40,26,25.8295,1.81771,816.122,120
0.0001,2,20,27.42,0.467662,826.748,120
0.0001,35,25,25.6795,1.39599,827.089,120
0.0001,40,24,25.5386,2.31783,830.481,120
0.0001,25,25,26.1797,1.50304,839.883,120
0.0001,30,27,25.4818,1.73875,844.502,120
0.0001,30,20,26.0424,1.8475,848.391,120
0.0001,30,28,25.9333,1.75232,873.271,120
0.0001,30,21,25.6061,1.39013,874.547,120
0.0001,40,27,25.7227,1.70903,877.842,120
0.0001,40,22,25.7318,1.46164,881.148,120
0.0001,40,25,26.0864,1.59766,882.128,120
0.0001,35,29,25.6045,1.5234,883.207,120
0.0001,30,24,25.7455,1.47105,888.719,120
0.0001,35,23,26.0277,1.57424,894.37,120
0.0001,30,29,25.6697,1.60058,897.559,120
0.0001,35,26,26.1429,1.4496,897.675,120
0.0001,35,20,26.0598,1.46202,898.135,120
0.0001,40,23,25.9455,1.71626,898.601,120
0.0001,30,23,25.8667,1.66072,903.329,120
0.0001,35,24,25.7491,5.17639,906.722,120
0.0001,35,21,25.575,49.1795,938.066,120
0.0001,40,20,25.7795,1.61533,981.256,120
