threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,7,95,-3.39697,5.24919,682.17,120
0.0001,7,92,-0.260606,2.6506,698.857,120
0.0001,0.03,95,26.7818,1.50422,738.752,120
0.0001,10,97,-4.11818,4.6013,786.045,120
0.0001,0.07,94,26.6818,1.60824,844.283,120
0.0001,0.03,90,26.7727,18.0141,881.185,120
0.0001,10,99,-6.42727,4.41475,914.246,120
0.0001,0.7,95,21.8182,2.19201,918.344,120
0.0001,5,95,1.62727,6.06957,918.82,120
0.0001,1,92,18.9455,2.2804,930.588,120
0.0001,5,92,-0.848485,6.2425,941.596,120
0.0001,7,99,-3.38788,3.88293,958.634,120
0.0001,5,90,0.0939394,8.71102,965.163,120
0.0001,0.01,99,26.8485,1.58249,972.272,120
0.0001,1,98,18.503,2.1483,973.53,120
0.0001,0.1,90,26.6727,17.9187,977.13,120
0.0001,0.3,92,26.0727,1.49007,977.319,120
0.0001,7,93,-0.563636,3.63258,990.627,120
0.0001,10,98,-5.62727,5.44592,993.895,120
0.0001,0.07,99,26.6909,1.64644,996.059,120
0.0001,5,94,1.80303,10.4265,997.866,120
0.0001,0.5,99,24.303,2.0619,1018.96,120
0.0001,1,91,20.1091,2.28145,1022.32,120
0.0001,0.1,98,26.8212,1.57593,1025.55,120
0.0001,3,90,6.89394,2.74654,1033.69,120
0.0001,5,93,-0.542424,6.501,1036.18,120
0.0001,0.5,90,24.397,15.8285,1038.03,120
0.0001,7,90,-1.93636,7.87038,1043.99,120
0.0001,5,96,-1.07273,30.01,1043.74,120
0.0001,0.3,97,25.3152,1.76361,1046.03,120
0.0001,0.5,96,24.6455,53.7111,1047.06,120
0.0001,7,96,-3.64848,26.7915,1066.28,120
0.0001,0.5,95,24.4758,1.59705,1070.72,120
0.0001,3,99,4.89091,6.37351,1071.01,120
0.0001,0.1,93,26.8242,1.49355,1073.22,120
0.0001,0.03,92,26.9,1.80923,1078.16,120
0.0001,1,96,18.603,47.54,1087.42,120
0.0001,0.01,92,26.9,1.80923,1099.05,120
0.0001,10,93,-4.59394,6.03648,1105.03,120
0.0001,0.7,92,22.5061,1.36122,1113.6,120
0.0001,0.07,97,26.8455,1.48624,1114.1,120
0.0001,10,90,-6.19697,4.99572,1129.9,120
0.0001,0.07,92,26.7667,1.89036,1143.67,120
0.0001,0.03,91,26.8939,1.47086,1144.34,120
0.0001,3,91,7,5.65819,1145.02,120
0.0001,3,96,4.77879,35.6868,1146.13,120
0.0001,5,91,0.863636,4.60426,1147.33,120
0.0001,10,96,-6.49394,23.7649,1148.14,120
0.0001,1,95,20.4758,3.43545,1151.34,120
0.0001,0.01,97,26.8879,1.45032,1176.51,120
0.0001,0.01,91,26.9455,1.61552,1181.49,120
0.0001,0.7,98,22.5818,2.5896,1190.24,120
0.0001,0.3,99,25.9061,1.3541,1196.68,120
0.0001,0.07,96,26.7758,55.6124,1196.75,120
0.0001,0.5,93,24.4606,1.55937,1206.76,120
0.0001,7,91,-1.89697,6.06891,1227.75,120
0.0001,0.01,95,26.7818,1.50422,1246.9,120
0.0001,7,94,-1.76061,3.0165,1247.24,120
0.0001,0.07,95,26.7364,1.50422,1249.21,120
0.0001,10,94,-5.33333,6.67329,1262.1,120
0.0001,0.1,94,26.6818,1.60824,1268.56,120
0.0001,0.7,94,22.0939,2.03522,1269.07,120
0.0001,10,95,-4.91212,7.42874,1276.4,120
0.0001,0.5,92,24.2909,1.58286,1288.01,120
0.0001,0.03,97,26.8879,1.45032,1290.44,120
0.0001,3,97,4.2697,4.26964,1297.5,120
0.0001,0.3,98,26.1485,1.53377,1308.44,120
0.0001,10,91,-3.87879,4.48829,1316.3,120
0.0001,1,94,19.5424,1.48472,1319.6,120
0.0001,0.1,95,26.6939,1.50422,1332.35,120
0.0001,0.7,91,22.4848,1.86741,1369.4,120
0.0001,3,93,4.44242,6.81576,1381.12,120
0.0001,3,98,7.36061,2.7952,1389.58,120
0.0001,0.1,99,26.6545,1.64644,1391.2,120
0.0001,0.3,90,25.6273,16.8641,1416.89,120
0.0001,0.07,98,26.8212,1.57593,1433.23,120
0.0001,0.3,91,25.8121,1.50711,1435.32,120
0.0001,0.3,95,25.597,1.54618,1444.8,120
0.0001,5,99,2.99697,7.86196,1456.04,120
0.0001,0.7,90,20.7758,12.7487,1466.46,120
0.0001,7,98,-2.06061,4.16856,1467.69,120
0.0001,1,90,18.4364,9.89563,1468.2,120
0.0001,3,94,2.81818,6.21174,1468.26,120
0.0001,0.3,93,25.7848,1.63906,1491.91,120
0.0001,0.7,96,22.403,51.4423,1493.88,120
0.0001,5,98,-0.163636,8.47729,1494.89,120
0.0001,0.01,94,26.8576,1.48953,1503.35,120
0.0001,0.7,99,22.5152,1.57912,1505.41,120
0.0001,10,92,-6.24242,5.74334,1516.66,120
0.0001,0.03,98,26.8212,1.57593,1523.42,120
0.0001,0.1,91,26.7636,1.60901,1526.69,120
0.0001,0.03,99,26.7485,1.58249,1529.04,120
0.0001,0.3,96,25.7909,54.6952,1539.94,120
0.0001,0.03,96,26.7758,55.6124,1542.33,120
0.0001,0.5,98,24.5121,1.5999,1559.24,120
0.0001,0.5,94,23.597,1.8831,1563.54,120
0.0001,0.1,97,26.797,1.53426,1568.45,120
0.0001,7,97,-1.11212,8.81579,1573.86,120
0.0001,0.1,96,26.7758,55.6124,1585.39,120
0.0001,0.01,98,26.8212,1.57593,1585.91,120
0.0001,3,95,4.26061,3.47456,1628.24,120
0.0001,5,97,-1.19697,7.07963,1639.22,120
0.0001,0.7,93,22.2727,2.0481,1669.8,120
0.0001,0.5,91,23.8576,1.5993,1671.05,120
0.0001,0.01,96,26.7758,55.6124,1672.55,120
0.0001,1,97,19.3909,2.86428,1680.68,120
0.0001,0.3,94,25.6909,1.61009,1681.88,120
0.0001,0.07,93,26.8697,1.49355,1702.78,120
0.0001,1,93,19.203,2.32642,1711.09,120
0.0001,0.7,97,21.9212,2.38233,1720.49,120
0.0001,0.07,91,26.7636,1.60901,1751.66,120
0.0001,3,92,7.89697,3.27151,1761.96,120
0.0001,1,99,18.197,2.60112,1784.83,120
0.0001,0.5,97,24.0848,1.81015,1785.36,120
0.0001,0.03,93,26.8697,1.49355,1796.68,120
0.0001,0.03,94,26.797,1.53608,1824.17,120
0.0001,0.01,93,26.8152,1.5697,1837.5,120
0.0001,0.1,92,26.7667,1.89036,1849.1,120
0.0001,0.07,90,26.6727,17.9187,1902.94,120
0.0001,0.01,90,26.8879,18.0141,2258.44,120
