threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,0.07,2,26.6818,1.43195,967.776,120
0.0001,0.03,4,26.697,1.67082,992.48,120
0.0001,7,2,-3.82727,7.00939,994.089,120
0.0001,0.01,3,26.7727,1.40932,1009.85,120
0.0001,0.1,6,26.7485,1.43875,1013.72,120
0.0001,0.07,5,26.6121,1.32905,1021.35,120
0.0001,3,6,7.00606,3.64794,1021.85,120
0.0001,1,4,19.1848,2.03413,1026.64,120
0.0001,1,7,16.7455,1.67725,1033.19,120
0.0001,0.3,7,25.3485,1.66218,1060.34,120
0.0001,0.3,6,25.7606,1.35124,1062.95,120
0.0001,0.03,5,26.6121,1.32905,1062.98,120
0.0001,10,5,-3.7303,4.12775,1069.33,120
0.0001,0.1,0,26.6485,1.54373,1077.09,120
0.0001,0.03,3,26.7727,1.40932,1099.31,120
0.0001,5,0,0.2,8.44139,1103.84,120
0.0001,3,3,6.69394,3.5961,1107.22,120
0.0001,0.1,3,26.7364,1.57457,1121.92,120
0.0001,0.3,0,26.0121,1.61287,1122.49,120
0.0001,7,5,-3.57879,5.43851,1138.8,120
0.0001,3,1,6.05152,3.88285,1143.47,120
0.0001,1,3,18.7273,1.90796,1150.29,120
0.0001,0.01,2,26.7848,1.38087,1180.12,120
0.0001,0.5,0,24.4667,1.62496,1182.62,120
0.0001,0.5,6,24.3697,1.49699,1193.12,120
0.0001,3,0,5.23939,2.5824,1199.34,120
0.0001,10,2,-3.69091,10.7958,1199.88,120
0.0001,10,8,-3.43333,19.4857,1210.99,120
0.0001,3,4,4.31515,2.40552,1215.55,120
0.0001,0.03,2,26.7848,1.38087,1223.3,120
0.0001,0.5,4,23.4273,1.83507,1222.74,120
0.0001,0.01,8,26.9455,49.2777,1223.06,120
0.0001,0.5,1,23.4727,8.75464,1225.4,120
0.0001,5,5,1.23333,4.83395,1228.36,120
0.0001,0.3,9,25.8152,1.4004,1238.91,120
0.0001,7,7,-3.34545,3.27624,1243.13,120
0.0001,10,1,-3.82121,4.82626,1254.87,120
0.0001,0.7,1,22.5909,7.77325,1267.86,120
0.0001,10,7,-5.15152,4.8341,1279.71,120
0.0001,1,1,19.6242,4.84343,1283.27,120
0.0001,0.07,8,26.903,49.2048,1283.18,120
0.0001,0.03,6,26.797,1.43875,1285.73,120
0.0001,5,8,3.81818,27.4887,1300.82,120
0.0001,0.07,1,26.5848,11.5852,1302.18,120
0.0001,5,9,-0.578788,4.67638,1303.77,120
0.0001,0.5,3,24.5242,1.97241,1305.95,120
0.0001,7,6,-3.28788,8.17287,1308.08,120
0.0001,0.01,1,26.8061,11.8559,1317.72,120
0.0001,0.5,5,24.197,1.815,1322.75,120
0.0001,0.7,8,23.1455,45.8161,1324.04,120
0.0001,0.1,1,26.5,11.551,1325.04,120
0.0001,7,9,-1.95758,6.50374,1326.04,120
0.0001,10,6,-5.26061,5.39721,1331,120
0.0001,7,8,-1.15152,22.8264,1332.42,120
0.0001,10,0,-4.54242,4.20569,1332.83,120
0.0001,0.07,9,26.7061,1.33041,1334.66,120
0.0001,7,3,-1.73636,3.92294,1334.95,120
0.0001,7,0,-3.11515,6.0358,1335.43,120
0.0001,0.7,3,21.1545,3.46947,1337.31,120
0.0001,0.1,7,26.6848,1.34823,1340.43,120
0.0001,0.7,9,22.7242,1.45001,1342.35,120
0.0001,0.03,9,26.7061,1.33041,1347.12,120
0.0001,0.07,7,26.6848,1.34823,1352.4,120
0.0001,0.7,6,22.8152,2.30323,1352.62,120
0.0001,0.1,9,26.7061,1.33041,1353.89,120
0.0001,1,9,18.0788,2.533,1355.85,120
0.0001,0.03,8,26.9455,49.2777,1356.66,120
0.0001,0.1,8,26.7636,49.1937,1358.2,120
0.0001,5,7,1.17576,3.51294,1359.93,120
0.0001,10,3,-5.61515,5.205,1363.02,120
0.0001,0.5,2,24.2061,2.19921,1367.21,120
0.0001,0.03,7,26.6848,1.34823,1371.47,120
0.0001,0.1,5,26.6121,1.32905,1378.23,120
0.0001,0.5,7,23.4939,1.92062,1379.33,120
0.0001,0.3,3,26.1061,1.55684,1382.3,120
0.0001,0.03,1,26.6939,11.782,1383.98,120
0.0001,10,4,-3.98788,4.9324,1385.81,120
0.0001,5,3,1.38182,5.50793,1395.34,120
0.0001,0.07,3,26.7727,1.40932,1395.51,120
0.0001,0.7,2,21.9152,1.91766,1396.32,120
0.0001,0.01,5,26.6606,1.41799,1400.7,120
0.0001,0.1,2,26.6273,1.24848,1408.89,120
0.0001,0.3,5,26.4121,1.75234,1413.31,120
0.0001,3,9,4.94242,5.46751,1425.89,120
0.0001,0.3,1,25.7636,10.9196,1466.7,120
0.0001,0.1,4,26.4727,1.71726,1474.06,120
0.0001,1,0,19.0424,2.43392,1475.03,120
0.0001,0.07,6,26.7485,1.43875,1476.04,120
0.0001,3,2,7.26364,9.03153,1480.03,120
0.0001,1,6,18.3939,3.59142,1484.89,120
0.0001,5,6,-0.0727273,4.04017,1489.46,120
0.0001,5,1,0.69697,7.2377,1499.21,120
0.0001,5,4,0.0333333,8.51909,1513.18,120
0.0001,5,2,0.415152,5.26819,1514.37,120
0.0001,0.07,4,26.5364,1.71726,1515.09,120
0.0001,0.01,4,26.8606,1.42345,1517.12,120
0.0001,1,8,21.2879,44.3772,1522.82,120
0.0001,0.01,7,26.6848,1.34823,1524.67,120
0.0001,7,4,-2.58485,5.6966,1528.39,120
0.0001,3,8,5.72424,29.0672,1528.66,120
0.0001,3,5,8.67879,4.33317,1546.14,120
0.0001,1,2,20.2394,3.44295,1546.59,120
0.0001,0.03,0,26.8394,1.28694,1546.65,120
0.0001,7,1,-2.4,5.55602,1552.02,120
0.0001,0.01,9,26.7455,1.4478,1555.78,120
0.0001,0.5,9,23.7182,1.73138,1565.26,120
0.0001,0.7,5,22.2333,3.12508,1566.54,120
0.0001,10,9,-6.18182,6.40995,1571.82,120
0.0001,0.7,0,21.8333,1.78673,1583.77,120
0.0001,0.3,8,25.7788,47.9976,1584.21,120
0.0001,0.3,2,25.1697,1.31204,1609.75,120
0.0001,0.5,8,23.8121,46.4502,1615.26,120
0.0001,0.7,7,21.3879,2.34505,1663.62,120
0.0001,3,7,3.96061,4.6758,1697.99,120
0.0001,0.01,6,26.797,1.43875,1703.69,120
0.0001,1,5,18.9303,2.08709,1704.02,120
0.0001,0.07,0,26.7242,1.44,1708.07,120
0.0001,0.3,4,25.5576,1.52181,1755.73,120
0.0001,0.7,4,23.197,2.25549,1798.98,120
0.0001,0.01,0,26.8394,1.28694,2298.48,120
