threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,1,48,17.4455,3.51225,797.984,120
0.0001,0.03,45,26.8061,1.44638,810.968,120
0.0001,0.7,48,22.5697,1.66227,819.476,120
0.0001,0.03,46,26.697,1.74466,820.239,120
0.0001,1,49,18.1939,2.01801,830.388,120
0.0001,1,47,18.7182,3.20419,830.906,120
0.0001,10,48,-5.59697,5.23117,831.441,120
0.0001,0.03,47,26.7818,10.7837,838.983,120
0.0001,10,42,-6.55455,7.7647,865.065,120
0.0001,0.01,44,26.8758,1.45485,888.318,120
0.0001,0.7,47,21.4091,5.61618,890.38,120
0.0001,0.03,48,26.597,1.48935,894.547,120
0.0001,0.7,45,23.3485,2.31781,894.659,120
0.0001,0.7,44,22.6848,1.73094,896.211,120
0.0001,3,48,6.41212,3.12801,902.513,120
0.0001,1,45,19.803,1.86389,904.838,120
0.0001,5,42,1.09394,6.70431,905.345,120
0.0001,0.07,44,26.8364,1.45485,914.43,120
0.0001,0.03,41,26.7758,1.51649,915.852,120
0.0001,0.7,49,23.0121,1.63823,921.095,120
0.0001,7,42,-5.14848,7.46126,927.299,120
0.0001,0.5,40,24.2212,1.54077,938.636,120
0.0001,1,46,19.3636,3.36776,949.881,120
0.0001,0.01,49,26.8667,1.58758,957.221,120
0.0001,5,43,-0.760606,7.78075,958.976,120
0.0001,0.5,43,24.6879,1.70113,971.572,120
0.0001,10,41,-6.46061,7.93526,972.662,120
0.0001,0.5,46,24.6727,1.65696,987.712,120
0.0001,3,42,7.90606,8.92879,993.092,120
0.0001,0.3,41,25.6091,1.78496,1012.43,120
0.0001,5,45,0.712121,4.75738,1012.62,120
0.0001,10,40,-4.01515,5.37159,1019.18,120
0.0001,10,45,-6.00909,4.61453,1034.14,120
0.0001,0.3,42,25.3788,1.75539,1045.55,120
0.0001,5,48,0.272727,4.70559,1050.05,120
0.0001,0.7,43,22.4606,2.52651,1064.14,120
0.0001,5,41,0.212121,3.97925,1073.36,120
0.0001,1,43,17.9727,3.06958,1084,120
0.0001,0.1,45,26.7606,1.50487,1084.75,120
0.0001,1,40,18.7242,2.85183,1085.47,120
0.0001,0.1,40,26.7,1.41132,1086.22,120
0.0001,0.3,48,25.5758,1.49605,1088.94,120
0.0001,0.5,48,24.4424,1.72906,1090.15,120
0.0001,0.07,43,26.6152,1.5166,1095.42,120
0.0001,0.07,46,26.6333,1.48348,1107,120
0.0001,0.1,46,26.5848,1.48348,1114.37,120
0.0001,0.3,43,25.503,1.92059,1115.95,120
0.0001,1,42,19.4061,2.12624,1117.87,120
0.0001,7,47,-3.63333,5.13163,1117.77,120
0.0001,7,40,-2.41818,6.45205,1127.31,120
0.0001,10,46,-4.09697,5.00393,1129.58,120
0.0001,0.01,47,26.7818,10.7837,1136.86,120
0.0001,1,41,19.4758,2.10989,1140.56,120
0.0001,0.5,47,24.1152,8.53999,1142.61,120
0.0001,3,45,6.79091,5.7018,1144.32,120
0.0001,3,46,5.10909,5.01218,1146.61,120
0.0001,0.01,45,26.8061,1.44638,1148.42,120
0.0001,0.03,43,26.6636,1.5166,1152.11,120
0.0001,0.03,42,26.8,1.63411,1155.64,120
0.0001,3,43,6.59697,4.54947,1156.11,120
