threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,3,72,5.48182,8.97879,857.188,120
0.0001,0.03,73,26.5667,1.35353,870.874,120
0.0001,0.3,74,25.6909,1.77345,933.365,120
0.0001,0.1,78,26.6515,1.40329,944.169,120
0.0001,0.03,74,26.7182,1.62494,945.851,120
0.0001,0.3,77,25.7848,1.61992,947.496,120
0.0001,0.7,79,22.1636,1.57746,955.944,120
0.0001,5,70,-0.909091,5.14781,956.339,120
0.0001,0.07,73,26.5667,1.35353,957.427,120
0.0001,1,78,19.2424,3.0795,960.525,120
0.0001,0.01,77,26.7303,1.58111,960.825,120
0.0001,0.1,74,26.5545,1.47182,967.226,120
0.0001,0.3,71,25.9485,1.36203,970.157,120
0.0001,3,73,5.19394,4.44941,970.143,120
0.0001,3,70,7.59697,6.34957,971.649,120
0.0001,0.01,73,26.5667,1.35353,974.346,120
0.0001,0.07,79,26.5879,1.36978,977.135,120
0.0001,0.3,75,26.3242,10.6366,977.87,120
0.0001,10,75,-3.22424,5.81672,982.469,120
0.0001,10,76,-4.90303,4.17109,983.196,120
0.0001,0.7,74,23.3,1.85472,992.865,120
0.0001,0.1,73,26.5242,1.08389,1010.62,120
0.0001,0.5,73,24.4848,1.57414,1015.09,120
0.0001,0.07,76,26.7152,26.6711,1027.07,120
0.0001,3,78,4.49697,5.90001,1030.86,120
0.0001,0.01,71,26.803,1.53604,1034.85,120
0.0001,0.01,79,26.7303,1.50603,1044.9,120
0.0001,0.5,71,24.6121,2.24016,1046.66,120
0.0001,10,78,-4.73939,7.44793,1048.75,120
0.0001,0.1,77,26.7303,1.58111,1052.1,120
0.0001,1,79,18.3485,2.4272,1056.25,120
0.0001,0.07,77,26.7636,1.58111,1062.66,120
0.0001,5,71,0.415152,7.54544,1063.83,120
0.0001,10,74,-5.24848,5.10356,1087.2,120
0.0001,0.07,75,26.6394,11.2833,1091.64,120
0.0001,0.03,76,26.7152,26.6711,1094.12,120
0.0001,0.5,75,24.2333,9.11814,1097.18,120
0.0001,0.07,70,26.6697,1.30509,1099.38,120
0.0001,0.03,75,26.6394,11.2833,1101.04,120
0.0001,1,74,19.6242,2.42561,1101.05,120
0.0001,0.07,78,26.7364,1.40817,1108.24,120
0.0001,5,73,1.13333,4.57676,1109.89,120
0.0001,0.7,75,22.9697,7.87171,1110.78,120
0.0001,0.1,79,26.5879,1.36978,1110.93,120
0.0001,0.03,78,26.8273,1.67506,1114.02,120
0.0001,0.03,72,26.7121,1.43528,1115.97,120
0.0001,0.5,76,24.8788,24.9877,1124.3,120
0.0001,0.07,71,26.7121,1.52085,1125.83,120
0.0001,7,77,-1.66667,9.04417,1128.01,120
0.0001,0.5,74,23.8182,1.6511,1130.62,120
0.0001,10,73,-4.2,4.96141,1131.8,120
0.0001,0.5,78,24.8606,1.92095,1144.54,120
0.0001,5,72,1.40909,10.8689,1145.52,120
0.0001,0.7,71,22.6697,2.79287,1146.4,120
0.0001,7,76,-0.469697,8.85552,1152.33,120
0.0001,7,72,-2.43939,5.69212,1152.34,120
0.0001,0.01,75,26.6394,11.2833,1152.5,120
0.0001,0.3,76,25.997,25.7181,1154.67,120
0.0001,0.01,74,26.7182,1.62494,1155.8,120
0.0001,10,77,-3.75152,7.53741,1156.74,120
0.0001,1,75,18.8303,4.07631,1157.72,120
0.0001,0.07,72,26.7121,1.43528,1160.18,120
0.0001,1,70,19.297,2.69362,1160.49,120
0.0001,5,78,-1.13636,3.88881,1166.9,120
0.0001,3,79,6.6,6.00329,1168.01,120
0.0001,0.1,71,26.5818,1.60036,1169.24,120
0.0001,5,79,2.42424,3.59175,1173.26,120
0.0001,10,71,-4.20606,5.26021,1176.52,120
0.0001,1,73,18.3818,2.35121,1179.13,120
0.0001,3,77,6.80303,4.71376,1179.21,120
0.0001,10,79,-4,3.83964,1180.82,120
0.0001,10,72,-5.11515,6.42472,1182.17,120
0.0001,0.3,78,25.8394,1.49495,1196.38,120
0.0001,0.3,73,25.897,1.34641,1198.09,120
0.0001,0.07,74,26.603,1.53543,1199.34,120
0.0001,0.01,76,26.7152,26.6711,1201.6,120
0.0001,1,77,19.4545,2.50633,1203.53,120
0.0001,3,74,4.22424,4.95424,1222.7,120
0.0001,0.7,78,21.4939,2.19531,1224.62,120
0.0001,0.7,77,22.4545,1.54672,1231.99,120
0.0001,1,71,18.3818,1.72577,1234.05,120
0.0001,0.1,75,26.5727,11.1593,1243.73,120
0.0001,0.1,70,26.6242,1.32816,1249.26,120
0.0001,0.3,79,25.7182,1.86353,1264.31,120
0.0001,0.7,70,22.2091,1.69046,1277.44,120
0.0001,7,74,-1.37879,3.15712,1288.72,120
0.0001,7,79,-0.160606,5.3208,1290.84,120
0.0001,7,70,-1.78788,9.05055,1291.78,120
0.0001,7,71,-3.06061,4.65849,1292,120
0.0001,7,75,-3.42727,5.43319,1297.27,120
0.0001,5,74,0.987879,7.95379,1301.6,120
0.0001,0.7,72,22.8727,1.82279,1303.52,120
0.0001,0.03,79,26.6788,1.6547,1316.56,120
0.0001,1,72,19.5424,3.67415,1316.94,120
0.0001,0.03,70,26.6697,1.30509,1322.89,120
0.0001,7,78,-3.3303,7.30977,1329.63,120
0.0001,0.1,76,26.6515,26.4648,1342.74,120
0.0001,0.5,72,25.2879,1.58698,1347.37,120
0.0001,0.01,78,26.8273,1.67506,1352.62,120
0.0001,0.5,70,24.7939,1.64722,1378.17,120
0.0001,0.3,72,26.1,1.43315,1392.75,120
0.0001,3,75,4.27273,7.02144,1392.99,120
0.0001,0.03,71,26.803,1.53604,1394.9,120
0.0001,0.01,72,26.7121,1.43528,1398.72,120
0.0001,0.7,73,23.4455,2.05201,1423.96,120
0.0001,5,77,1.07273,5.77835,1430.83,120
0.0001,5,75,-0.615152,4.44704,1430.91,120
0.0001,3,71,4.03939,4.68566,1432.04,120
0.0001,7,73,-2.87879,5.5914,1432.26,120
0.0001,0.3,70,26.0424,1.67167,1436.49,120
0.0001,0.03,77,26.7636,1.58111,1443.36,120
0.0001,0.5,77,24.8121,1.52242,1451.78,120
0.0001,0.7,76,22.9788,23.1039,1483.94,120
0.0001,1,76,19.2061,19.6563,1562.01,120
0.0001,0.1,72,26.6667,1.43528,1573.67,120
0.0001,10,70,-4.22727,6.91925,1575.8,120
0.0001,3,76,4.64242,5.50086,1591.33,120
0.0001,0.5,79,24.5455,2.02376,1600.98,120
0.0001,5,76,0.6,3.84226,1619.16,120
0.0001,0.01,70,26.6697,1.30509,2115.74,120
