threshold,grad_cv,seed,readout_pos,prec_zone_width,time,num_threads
0.0001,5,11,-0.233333,5.51719,868.175,120
0.0001,1,17,19.7303,2.68769,871.682,120
0.0001,10,11,-4.8303,7.0255,874.083,120
0.0001,0.01,14,26.8909,1.39557,877.857,120
0.0001,0.07,12,26.6364,1.13849,887.502,120
0.0001,0.1,11,26.603,1.44848,888.413,120
0.0001,0.07,15,26.8455,1.48458,889.122,120
0.0001,5,13,-1.21515,3.34449,891.326,120
0.0001,0.7,17,23.6879,3.13877,892.543,120
0.0001,3,11,3.6697,6.56886,894.326,120
0.0001,0.7,10,21.4545,1.9884,895.339,120
0.0001,7,19,-0.839394,5.73176,895.713,120
0.0001,0.03,17,26.8424,1.58536,896.475,120
0.0001,0.1,18,26.5424,1.64591,898.067,120
0.0001,0.01,18,26.7303,1.66364,906.727,120
0.0001,5,14,0.284848,6.63102,907.623,120
0.0001,0.1,17,26.803,1.58536,909.449,120
0.0001,7,18,-2.44545,4.13004,910.867,120
0.0001,0.01,13,26.6121,1.5885,911.277,120
0.0001,7,13,-1.78788,8.46306,917.027,120
0.0001,0.5,17,25.0727,1.16582,921.073,120
0.0001,1,15,19.6848,1.96613,921.796,120
0.0001,1,11,19.8182,2.74935,922.054,120
0.0001,0.7,13,22.3576,1.83216,926.59,120
0.0001,1,13,20.0818,1.75597,928.065,120
0.0001,10,14,-4.7,4.25949,929.152,120
0.0001,0.3,19,25.7394,1.72785,941.362,120
0.0001,0.7,14,22.4333,1.93223,941.681,120
0.0001,1,16,17.9485,1.82328,942.287,120
0.0001,0.07,11,26.7,1.51432,944.723,120
0.0001,5,19,0.290909,3.79139,945.282,120
0.0001,0.5,13,25.1485,1.65066,945.917,120
0.0001,3,15,5.35758,3.72101,948.911,120
0.0001,0.3,15,26.0121,1.72753,957.701,120
0.0001,1,12,20.5485,4.48658,958.975,120
0.0001,0.5,16,24.6636,1.69177,958.989,120
0.0001,0.1,12,26.6364,1.13849,968.634,120
0.0001,3,14,10.7818,6.49831,974.219,120
0.0001,3,16,5.53333,4.53716,975.969,120
0.0001,0.3,12,25.6515,1.64447,996.789,120
0.0001,1,19,19.6091,2.75668,1000.88,120
0.0001,0.1,14,26.8424,1.33452,1009.49,120
0.0001,0.3,18,25.7848,1.51781,1017.42,120
0.0001,0.7,16,22.0697,2.08759,1020.81,120
0.0001,0.07,16,26.7182,1.58929,1025.22,120
0.0001,7,10,-1.96364,6.47151,1027.3,120
0.0001,0.1,19,26.7667,1.43215,1029.68,120
0.0001,0.07,17,26.8424,1.58536,1038.96,120
0.0001,10,18,-7.09091,6.96531,1043.45,120
0.0001,0.07,13,26.5485,1.33355,1047.53,120
0.0001,5,16,-1.22727,7.66842,1059.85,120
0.0001,0.01,12,26.6364,1.13849,1081.51,120
0.0001,0.03,14,26.8909,1.39557,1094.03,120
0.0001,3,12,6.13636,3.38112,1095.43,120
0.0001,0.03,18,26.6788,1.64591,1099,120
0.0001,0.03,11,26.7545,1.5537,1105.6,120
0.0001,0.1,10,26.7879,1.5886,1120.9,120
0.0001,5,15,1.33333,4.27748,1133.28,120
0.0001,7,15,-1.27879,5.25369,1136.94,120
0.0001,0.3,13,25.0333,1.30227,1152.25,120
0.0001,0.1,15,26.797,1.55548,1153.47,120
0.0001,0.01,16,26.7667,1.478,1154.99,120
0.0001,0.3,17,25.9061,1.53098,1156.13,120
0.0001,0.5,11,24.6697,1.66819,1156.22,120
0.0001,7,12,-1.16667,3.73582,1160,120
